org_name,recipient_id,grant_year,state,service_area__c,service_area_type__c,Attorney_Fee_Awards_LSC,Basic_Field_LSC,Carryover_Funds_LSC,Interest_Investment__Other_Income_LSC,Interest_Investment_Income_LSC,Publication_Income_LSC,Other_Grants_i.e._TIG_Disaster_LSC,Other_Funds_LSC,Attorney_Fee_Awards_NonLSC,Bar_Association_Grants_NonLSC,Carryover_Funds_NonLSC,Community_Development_Block_Grants_NonLSC,Corporate_and_Individual_Contributions_NonLSC,Cy_Pres_Awards_NonLSC,Filing_and_Other_Fees_NonLSC,Filing_Fees_NonLSC,Foundation_Grants_NonLSC,General_State_Grants_NonLSC,HHS_Grants_NonLSC,HUD_Grants_NonLSC,IOLTA_Grants_NonLSC,Local_Grants_NonLSC,Older_Americans_Act_NonLSC,Other_Federal_Grants_NonLSC,Private_Foundation_Grants_NonLSC,Publication_Income_NonLSC,Specific_State_Grants_and_Contracts_NonLSC,State_Grants_NonLSC,Title_XX_of_Social_Security_Act_NonLSC,United_Way_Grants_NonLSC,Violence_Against_Women_Act_NonLSC,Other_Funds_NonLSC,Gross_Fees_and_Receipts_from_Client_Services_Client_Service_Income,Other_Income_Earned_in_ForProfit_Activities_Client_Service_Income,Total_Client_Service_Income,Total_LSC_Funds,Total_NonLSC_Funds,Total_LSC_NonLSC_Funds
Northeast New Jersey Legal Services Corporation,331050,2015,NJ,NJ-18,Basic Field,13371,1632392,16692,83110,NA,0,17595,NA,0,0,1387267,NA,24145,0,2103695,NA,NA,3068406,0,15427,219886,0,233111,273235,67083,0,0,NA,NA,0,55000,18378,0,0,0,1763160,7465633,9228793
Northeast New Jersey Legal Services Corporation,331050,2016,NJ,NJ-18,Basic Field,12464,1882990,381678,12583,NA,0,0,NA,56639,0,1339786,NA,49028,0,2100694,NA,NA,3237198,34056,15101,135110,0,246973,1.00E+05,0,0,0,NA,NA,0,292856,61851,0,0,0,2289715,7669292,9959007
Northeast New Jersey Legal Services Corporation,331050,2017,NJ,NJ-18,Basic Field,1434.48,1889964,381678.18,10493.3,NA,0,12730.1,NA,10365.52,2500,1504985,NA,72858.79,43963.16,1980269,NA,NA,3227685,0,12919,84195,13576.53,234963,137804,0,0,0,NA,NA,0,494816.34,72052.9,0,0,0,2296300.06,7892953.24,10189253.3
Northwest Justice Project,948010,2008,WA,MWA,Migrant Worker,0,707224,135451,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,842675,0,842675
Northwest Justice Project,948010,2009,WA,MWA,Migrant Worker,0,778310,0,NA,0,0,NA,2500,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,2500,0,0,0,780810,2500,783310
Northwest Justice Project,948010,2010,WA,MWA,Migrant Worker,0,840371,106771,NA,0,0,NA,2500,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,949642,0,949642
Northwest Justice Project,948010,2011,WA,MWA,Migrant Worker,0,805632,261563,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,1067195,0,1067195
Northwest Justice Project,948010,2012,WA,MWA,Migrant Worker,1000,687528,340625,NA,0,0,NA,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1029153,0,1029153
Northwest Justice Project,948010,2013,WA,MWA,Migrant Worker,13307,673432,148746,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,835485,0,835485
Northwest Justice Project,948010,2014,WA,MWA,Migrant Worker,0,714932,58867,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,773799,0,773799
Northwest Justice Project,948010,2015,WA,MWA,Migrant Worker,3475,730121,52094,0,NA,0,0,NA,0,0,0,NA,940,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,785690,940,786630
Northwest Justice Project,948010,2016,WA,MWA,Migrant Worker,0,748951,35281,4089,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,788321,0,788321
Northwest Justice Project,948010,2017,WA,MWA,Migrant Worker,1.00E+05,667471,0,250,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,767721,0,767721
Northwest Justice Project,948010,2008,WA,NWA-1,Native American,0,276611,90437,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,367048,0,367048
Northwest Justice Project,948010,2009,WA,NWA-1,Native American,0,304414,98953,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,403367,0,403367
Northwest Justice Project,948010,2010,WA,NWA-1,Native American,0,328215,66842,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,395057,0,395057
Northwest Justice Project,948010,2011,WA,NWA-1,Native American,0,315101,89907,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,405008,0,405008
Northwest Justice Project,948010,2012,WA,NWA-1,Native American,0,268298,108195,NA,0,0,NA,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,376493,0,376493
Northwest Justice Project,948010,2013,WA,NWA-1,Native American,0,263092,0,5861,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,268953,0,268953
Northwest Justice Project,948010,2014,WA,NWA-1,Native American,0,279366,102557,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,381923,0,381923
Northwest Justice Project,948010,2015,WA,NWA-1,Native American,0,285566,52864,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,338430,0,338430
Northwest Justice Project,948010,2016,WA,NWA-1,Native American,0,292929,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,292929,0,292929
Northwest Justice Project,948010,2017,WA,NWA-1,Native American,0,292929,58017,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,350946,0,350946
Northwest Justice Project,948010,2008,WA,WA-1,Basic Field,0,4781018,348819,NA,7410,0,NA,301418,0,0,1895281,0,NA,NA,NA,NA,107107,NA,NA,NA,378750,270000,439397,0,NA,0,NA,12123297,0,0,111582,108382,0,0,0,5438665,15433796,20872461
Northwest Justice Project,948010,2009,WA,WA-1,Basic Field,0,5261580,148498,NA,0,0,NA,311574,0,154783,1996574,0,NA,NA,NA,NA,85952,NA,NA,NA,101325,276750,457305,0,NA,0,NA,11639349,0,0,0,136493,0,0,0,5721652,14848531,20570183
Northwest Justice Project,948010,2010,WA,WA-1,Basic Field,0,5681131,468483,NA,0,0,NA,228112,0,160000,1978873,0,NA,NA,NA,0,88340,NA,NA,NA,160000,276640,479712,0,NA,0,NA,11359237,0,0,21763,288066,0,0,0,6377726,14812631,21190357
Northwest Justice Project,948010,2011,WA,WA-1,Basic Field,82852,5446285,671375,NA,31,0,NA,374780,61719,508526,2006113,0,NA,NA,NA,0,66553,NA,NA,NA,184000,276650,507579,86449,NA,0,NA,10979018,0,0,155098,183036,0,0,0,6575323,15014741,21590064
Northwest Justice Project,948010,2012,WA,WA-1,Basic Field,129145,4647872,1130215,NA,132,0,NA,338716,169378,508526,2383658,NA,0,0,0,NA,NA,11618312,0,0,3.00E+05,276750,497042,170155,0,0,364327,NA,NA,0,153345,103886,0,0,0,6246080,16545379,22791459
Northwest Justice Project,948010,2013,WA,WA-1,Basic Field,95126,4681957,1147594,135597,NA,0,321000,NA,160569,0,3012928,NA,153379,1524460,0,NA,NA,11396092,0,0,3.00E+05,492785,502170,145571,0,0,428995,NA,NA,0,119684,2543,0,0,0,6381274,18239176,24620450
Northwest Justice Project,948010,2014,WA,WA-1,Basic Field,112981,5281381,1088632,83,NA,0,193813,NA,41176,0,3391097,NA,335472,1818100,0,NA,NA,11600000,0,0,3.00E+05,540154,539639,276691,0,0,534247,NA,NA,0,160433,61500,0,0,0,6676890,19598509,26275399
Northwest Justice Project,948010,2015,WA,WA-1,Basic Field,17459,5393583,1127888,1618,NA,0,237091,NA,60663,0,3252079,NA,459395,1563105,0,NA,NA,1.20E+07,20036,0,3.00E+05,708093,547466,182617,0,0,479265,NA,NA,0,238239,61500,0,0,0,6777639,19872458,26650097
Northwest Justice Project,948010,2016,WA,WA-1,Basic Field,92527,5482326,1015536,170861,NA,0,393839,NA,109840,0,3242494,NA,156884,1984544,0,NA,NA,12109953,34932,0,3.00E+05,900638,557808,127905,122000,0,552347,NA,NA,0,451829,130750,0,0,0,7155089,20781924,27937013
Northwest Justice Project,948010,2017,WA,WA-1,Basic Field,129136,5563807,1422683,8240,NA,0,169046,NA,65279,0,4561976,NA,513618,924738,0,NA,NA,12238836,14829,0,3.00E+05,1052150,553627,143213,75000,0,421947,NA,NA,0,2160626,0,0,0,0,7292912,23025839,30318751
Northwestern Legal Services,339111,2008,PA,PA-26,Basic Field,0,699396,0,NA,0,0,NA,0,0,0,930932,0,NA,NA,NA,NA,0,NA,NA,NA,403891,0,813,0,NA,0,NA,720914,262280,0,0,103971,0,0,0,699396,2422801,3122197
Northwestern Legal Services,339111,2009,PA,PA-26,Basic Field,0,773487,0,NA,0,0,NA,0,0,0,906010,0,NA,NA,NA,NA,0,NA,NA,NA,179565,0,250,66087,NA,0,NA,707831,258174,0,0,127371,0,0,0,773487,2245288,3018775
Northwestern Legal Services,339111,2010,PA,PA-26,Basic Field,0,835164,15588,NA,191,0,NA,0,8017,0,902588,0,NA,NA,NA,517780,0,NA,NA,NA,153697,16000,1750,129172,NA,0,NA,245886,256249,0,0,73001,0,0,0,850943,2304140,3155083
Northwestern Legal Services,339111,2011,PA,PA-26,Basic Field,0,800640,0,NA,201,0,NA,2616,13982,0,909950,0,NA,NA,NA,539084,0,NA,NA,NA,147883,14179,640,41473,NA,0,NA,215845,253487,0,0,115410,0,0,0,803457,2251933,3055390
Northwestern Legal Services,339111,2012,PA,PA-26,Basic Field,0,683267,0,NA,98,0,NA,0,4300,0,727025,NA,19286,0,511092,NA,NA,196678,253738,0,185267,0,120,9622,0,0,0,NA,NA,0,0,94156,0,0,0,683365,2001284,2684649
Northwestern Legal Services,339111,2013,PA,PA-26,Basic Field,0,660993,0,128,NA,0,2298,NA,3150,0,741962,NA,26521,9000,487726,NA,NA,172036,254666,3157,236399,0,5240,0,0,0,0,NA,NA,0,37500,66696,0,0,0,663419,2044053,2707472
Northwestern Legal Services,339111,2014,PA,PA-26,Basic Field,0,681868,0,90,NA,0,2079,NA,1681,0,782252,NA,22458,9169,511273,NA,NA,173247,257053,2965,161542,0,10310,0,0,0,0,NA,NA,0,43040,67826,0,0,0,684037,2042816,2726853
Northwestern Legal Services,339111,2015,PA,PA-26,Basic Field,2912,696354,0,129,NA,0,0,NA,548,0,835486,NA,25226,0,516079,NA,NA,178428,260036,3784,108296,0,10645,0,0,0,0,NA,NA,0,62586,65081,0,0,0,699395,2066195,2765590
Northwestern Legal Services,339111,2016,PA,PA-26,Basic Field,0,650996,0,141,NA,0,0,NA,500,0,850301,NA,26445,0,501250,NA,NA,188254,275991,2370,111262,0,12374,0,0,0,0,NA,NA,0,70200,38552,0,0,0,651137,2077499,2728636
Northwestern Legal Services,339111,2017,PA,PA-26,Basic Field,0,651714,0,119,NA,0,0,NA,250,0,893075,NA,28266,0,548150,NA,NA,196263,267971,2088,160445,0,11612,0,0,0,0,NA,NA,0,46115,56313,0,0,0,651833,2210548,2862381
"Ocean-Monmouth Legal Services, Inc.",331100,2008,NJ,NJ-12,Basic Field,0,645151,62230,NA,0,0,NA,0,0,0,364851,0,NA,NA,NA,NA,5750,NA,NA,NA,1770085,0,88980,0,NA,0,NA,1833102,271595,11228,0,344425,0,0,0,707381,4690016,5397397
"Ocean-Monmouth Legal Services, Inc.",331100,2009,NJ,NJ-12,Basic Field,0,709998,62000,NA,0,0,NA,0,0,0,751968,0,NA,NA,NA,NA,30000,NA,NA,NA,195987,0,88980,0,NA,0,NA,3172511,199082,11184,0,557161,0,0,0,771998,5006873,5778871
"Ocean-Monmouth Legal Services, Inc.",331100,2010,NJ,NJ-12,Basic Field,0,766612,65956,NA,0,0,NA,0,0,0,560617,0,NA,NA,NA,2589900,9000,NA,NA,NA,226549,35100,88980,0,NA,0,NA,0,191577,1039,0,177475,0,0,0,832568,3880237,4712805
"Ocean-Monmouth Legal Services, Inc.",331100,2011,NJ,NJ-12,Basic Field,0,734922,78822,NA,0,0,NA,0,0,0,379669,0,NA,NA,NA,1766200,4019,NA,NA,NA,260009,0,88980,0,NA,0,NA,0,188348,14100,0,322713,0,0,0,813744,3024038,3837782
"Ocean-Monmouth Legal Services, Inc.",331100,2012,NJ,NJ-12,Basic Field,0,627184,126334,NA,0,0,NA,0,0,0,332994,NA,476,77040,1539912,NA,NA,0,193043,0,169634,0,92980,0,10000,0,0,NA,NA,20235,0,75462,0,0,0,753518,2511776,3265294
"Ocean-Monmouth Legal Services, Inc.",331100,2013,NJ,NJ-12,Basic Field,0,618646,69441,0,NA,0,45523,NA,0,0,320390,NA,592,77040,1536872,NA,NA,0,189675,0,78965,0,88980,0,141949,0,0,NA,NA,74676,0,23705,0,0,0,733610,2532844,3266454
"Ocean-Monmouth Legal Services, Inc.",331100,2014,NJ,NJ-12,Basic Field,0,667151,0,0,NA,0,149617,NA,0,0,244066,NA,600,16099,1333545,NA,NA,0,137565,0,80133,0,86707,0,54574,0,0,NA,NA,63324,0,25247,0,0,0,816768,2041860,2858628
Ohio State Legal Services,436070,2008,OH,OH-17,Basic Field,0,1654861,0,NA,0,0,NA,237352,0,5000,8109983,5000,NA,NA,NA,NA,0,NA,NA,NA,4158971,0,97477,54683,NA,0,NA,346800,0,0,312672,373407,0,0,0,1892213,13463993,15356206
Ohio State Legal Services,436070,2009,OH,OH-17,Basic Field,0,1821199,0,NA,114,0,NA,446500,0,5000,7473701,6000,NA,NA,NA,NA,0,NA,NA,NA,3054027,0,116449,536409,NA,0,NA,24000,0,0,308779,202286,0,0,0,2267813,11726651,13994464
Ohio State Legal Services,436070,2010,OH,OH-17,Basic Field,0,1966419,0,NA,0,0,NA,277850,11323,0,5887228,5000,NA,NA,NA,1761103,0,NA,NA,NA,1004750,0,87720,463528,NA,0,NA,0,0,0,272443,405228,0,0,0,2244269,9898323,12142592
Ohio State Legal Services,436070,2011,OH,OH-17,Basic Field,0,1885131,0,NA,0,0,NA,709550,9400,0,4361912,0,NA,NA,NA,1630299,5000,NA,NA,NA,768049,86766,84310,0,NA,0,NA,0,0,0,254603,411389,0,0,0,2594681,7611728,10206409
Ohio State Legal Services,436070,2012,OH,OH-17,Basic Field,0,1608775,0,NA,0,0,NA,533340,14067,5000,3001975,NA,1995,195494,1615336,NA,NA,0,0,50899,854772,5000,103475,87409,8000,0,661194,NA,NA,0,252176,84193,0,13203,13203,2142115,6940985,9083100
Ohio State Legal Services,436070,2013,OH,OH-17,Basic Field,0,1600210,0,0,NA,0,573000,NA,7498,5000,2548098,NA,11164,0,1355930,NA,NA,0,0,11643,653127,5000,103594,105917,0,0,32397,NA,NA,0,242345,221254,0,10694,10694,2173210,5302967,7476177
Ohio State Legal Services,436070,2014,OH,OH-17,Basic Field,0,1757497,0,0,NA,0,656428,NA,7722,5000,1719689,NA,17010,0,1192602,NA,NA,0,0,10417,405335,33315,101294,121302,25000,0,0,NA,NA,8100,230267,445554,0,8884,8884,2413925,4322607,6736532
Ohio State Legal Services,436070,2015,OH,OH-24,Basic Field,29883,3505040,0,280,NA,0,693974,NA,31902,131426,2404227,NA,592476,0,2379987,NA,NA,4653,84372,23236,1074883,208881,173765,181843,30275,0,7690,NA,NA,158068,162171,260275,0,1275,1275,4229177,7910130,12139307
Ohio State Legal Services,436070,2016,OH,OH-24,Basic Field,6121,3386000,0,8747,NA,0,720011,NA,29552,272377,2982849,NA,126905,0,2458727,NA,NA,0,74747,90302,1034838,357887,182411,218486,113173,0,168702,NA,NA,130389,381238,390925,0,1970,1970,4120879,9013508,13134387
Ohio State Legal Services,436070,2017,OH,OH-24,Basic Field,14890,3372394,0,5183,NA,0,1033195,NA,14842,310243,4250254,NA,376873,0,2648519,NA,NA,0,136282,1.00E+05,1712215,281861,193603,287585,133680,0,252180,NA,NA,139769,504159,576794,0,1910,1910,4425662,11918859,16344521
Ohio State Legal Services,436070,2010,OH,OH-5,Basic Field,0,1468039,0,NA,0,0,NA,3450,33851,0,652696,97108,NA,NA,NA,1269587,35950,NA,NA,NA,815595,28464,61511,59680,NA,0,NA,50136,49954,134956,136815,216685,0,0,0,1471489,3642988,5114477
Ohio State Legal Services,436070,2011,OH,OH-5,Basic Field,0,1407353,0,NA,0,0,NA,3450,0,0,868331,56305,NA,NA,NA,1175290,0,NA,NA,NA,535597,33000,62081,60000,NA,0,NA,0,56918,138940,0,106429,0,0,0,1410803,3092891,4503694
Ohio State Legal Services,436070,2012,OH,OH-5,Basic Field,0,1201038,0,NA,0,0,NA,0,14845,0,401719,NA,0,134325,1164502,NA,NA,0,57959,0,596276,80802,63193,60000,1425,0,480000,NA,NA,111480,54474,463362,0,0,0,1201038,3684362,4885400
Ohio State Legal Services,436070,2013,OH,OH-5,Basic Field,0,1299269,0,0,NA,0,0,NA,16901,130000,848955,NA,43167,0,977496,NA,NA,0,68415,0,428094,146816,134779,88917,4275,0,0,NA,NA,82866,38693,60726,0,0,0,1299269,3070100,4369369
Ohio State Legal Services,436070,2014,OH,OH-5,Basic Field,0,1674628,0,0,NA,0,0,NA,9658,113000,733371,NA,42543,0,1068287,NA,NA,0,72488,0,348591,294848,160400,107583,15250,0,4037,NA,NA,47294,38185,116315,0,0,0,1674628,3171850,4846478
"Oklahoma Indian Legal Services, Inc.",737018,2008,OK,NOK-1,Native American,0,795057,4564,NA,279,0,NA,0,0,0,46808,4500,NA,NA,NA,NA,5000,NA,NA,NA,39250,6475,0,97250,NA,90,NA,103671,0,0,14573,46423,0,0,0,799900,364040,1163940
"Oklahoma Indian Legal Services, Inc.",737018,2009,OK,NOK-1,Native American,0,874972,35101,NA,163,0,NA,1,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,20000,18625,0,128054,NA,480,NA,100043,0,0,0,17483,0,0,0,910237,284685,1194922
"Oklahoma Indian Legal Services, Inc.",737018,2010,OK,NOK-1,Native American,0,943382,13860,NA,118,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,20000,0,0,96494,NA,330,NA,89713,0,0,0,17899,0,0,0,957360,224436,1181796
"Oklahoma Indian Legal Services, Inc.",737018,2011,OK,NOK-1,Native American,0,905688,0,NA,186,0,NA,24258,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,20000,39400,0,180590,NA,605,NA,55506,0,0,0,2967,0,0,0,930132,299068,1229200
"Oklahoma Indian Legal Services, Inc.",737018,2012,OK,NOK-1,Native American,0,771162,43490,NA,109,0,NA,0,0,0,0,NA,0,0,0,NA,NA,80522,75000,0,20000,48250,0,91374,0,270,0,NA,NA,0,0,1046,0,0,0,814761,316462,1131223
"Oklahoma Indian Legal Services, Inc.",737018,2013,OK,NOK-1,Native American,0,756200,46238,100,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,80522,70000,0,15000,61149,0,108763,0,1000,0,NA,NA,0,0,5027,0,0,0,802538,341461,1143999
"Oklahoma Indian Legal Services, Inc.",737018,2014,OK,NOK-1,Native American,0,802975,66858,114,NA,0,45000,NA,0,5000,0,NA,10797,0,0,NA,NA,80523,70000,0,0,119584,0,75775,0,150,0,NA,NA,0,0,66147,0,0,0,914947,427976,1342923
"Oklahoma Indian Legal Services, Inc.",737018,2015,OK,NOK-1,Native American,0,820795,4184,100,NA,0,0,NA,0,10000,0,NA,0,0,0,NA,NA,80517,70000,0,0,126999,0,42873,0,475,0,NA,NA,0,0,71429,0,0,0,825079,402293,1227372
"Oklahoma Indian Legal Services, Inc.",737018,2016,OK,NOK-1,Native American,0,841963,0,78,NA,0,0,NA,0,2500,0,NA,0,0,0,NA,NA,80521,70000,0,0,70277,0,50545,0,570,0,NA,NA,0,0,91489,0,0,0,842041,365902,1207943
"Oklahoma Indian Legal Services, Inc.",737018,2017,OK,NOK-1,Native American,0,841963,0,73,NA,150,0,NA,0,1000,0,NA,4465,0,0,NA,NA,80521,0,0,0,0,0,105980,76685,0,0,NA,NA,0,0,84585.7,0,0,0,842186,353236.7,1195422.7
Philadelphia Legal Assistance Center,339000,2008,PA,MPA,Migrant Worker,0,160572,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,160572,0,160572
Philadelphia Legal Assistance Center,339000,2009,PA,MPA,Migrant Worker,0,176728,50000,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,226728,0,226728
Philadelphia Legal Assistance Center,339000,2010,PA,MPA,Migrant Worker,0,190820,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,190820,0,190820
Philadelphia Legal Assistance Center,339000,2011,PA,MPA,Migrant Worker,0,182932,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,182932,0,182932
Philadelphia Legal Assistance Center,339000,2012,PA,MPA,Migrant Worker,0,156114,18293,NA,0,0,NA,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,174407,0,174407
Philadelphia Legal Assistance Center,339000,2013,PA,MPA,Migrant Worker,0,152921,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,32000,0,0,0,NA,NA,0,0,0,0,0,0,152921,32000,184921
Philadelphia Legal Assistance Center,339000,2014,PA,MPA,Migrant Worker,0,162339,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,162339,0,162339
Philadelphia Legal Assistance Center,339000,2015,PA,MPA,Migrant Worker,0,165788,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,165788,0,165788
Philadelphia Legal Assistance Center,339000,2016,PA,MPA,Migrant Worker,0,170067,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,90000,0,0,0,NA,NA,0,0,0,0,0,0,170067,90000,260067
Philadelphia Legal Assistance Center,339000,2017,PA,MPA,Migrant Worker,0,173957,106475,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,85000,0,0,0,NA,NA,0,0,0,0,0,0,280432,85000,365432
Philadelphia Legal Assistance Center,339000,2008,PA,PA-1,Basic Field,9202,2973696,136872,NA,5248,0,NA,0,0,16000,0,0,NA,NA,NA,NA,15000,NA,NA,NA,30950,313000,0,65000,NA,0,NA,0,0,0,0,30679,0,0,0,3125018,470629,3595647
Philadelphia Legal Assistance Center,339000,2009,PA,PA-1,Basic Field,0,3272619,35000,NA,853,0,NA,19654,0,16500,0,0,NA,NA,NA,NA,90000,NA,NA,NA,25500,431870,0,66423,NA,0,NA,157950,0,0,0,44726,0,0,0,3328126,832969,4161095
Philadelphia Legal Assistance Center,339000,2010,PA,PA-1,Basic Field,22576,3533573,135650,NA,934,0,NA,8646,0,0,0,0,NA,NA,NA,0,44000,NA,NA,NA,25800,607667,0,65113,NA,0,NA,242050,0,0,0,38825,0,0,0,3701379,1023455,4724834
Philadelphia Legal Assistance Center,339000,2011,PA,PA-1,Basic Field,19056,3387502,298142,NA,1014,0,NA,0,0,17200,1.00E+05,0,NA,NA,NA,0,256276,NA,NA,NA,24900,509893,0,59811,NA,0,NA,10325,0,0,0,203730,0,0,0,3705714,1182135,4887849
Philadelphia Legal Assistance Center,339000,2012,PA,PA-1,Basic Field,400,2890902,338750,NA,759,0,NA,68142,0,15100,243000,NA,6158,14880,0,NA,NA,0,0,0,22736,568920,0,30000,61098,0,352138,NA,NA,0,33519,40000,0,0,0,3298953,1387549,4686502
Philadelphia Legal Assistance Center,339000,2013,PA,PA-1,Basic Field,3991,2738033,125000,569,NA,0,14904,NA,0,16000,2.00E+05,NA,72082,0,0,NA,NA,0,0,0,23534,573496,0,0,75000,0,23333,NA,NA,1058,111985,0,0,0,0,2882497,1096488,3978985
Philadelphia Legal Assistance Center,339000,2014,PA,PA-1,Basic Field,9230,2681721,85704,230,NA,0,61613,NA,0,18000,292582,NA,29401,5429,0,NA,NA,0,0,0,20600,643392,0,32000,122554,0,0,NA,NA,0,155433,0,0,0,0,2838498,1319391,4157889
Philadelphia Legal Assistance Center,339000,2015,PA,PA-1,Basic Field,5730,2738694,56685,258,NA,0,102073,NA,0,80504,0,NA,14384,4964,0,NA,NA,0,0,0,17600,523033,0,75000,259096,0,0,NA,NA,0,272531,0,0,0,0,2903440,1247112,4150552
Philadelphia Legal Assistance Center,339000,2016,PA,PA-1,Basic Field,45765,2650949,190954,356,NA,0,104192,NA,0,59378,0,NA,16189,19381,0,NA,NA,0,0,0,101450,616114,0,11252,216195,0,0,NA,NA,4429,256185,61260,0,0,0,2992216,1361833,4354049
Philadelphia Legal Assistance Center,339000,2017,PA,PA-1,Basic Field,40797,2650840,335870,325,NA,0,74000,NA,0,65000,54176,NA,0,0,0,NA,NA,0,0,0,25000,0,0,739433,186295,0,0,NA,NA,0,414192,34803,0,0,0,3101832,1518899,4620731
"Pine Tree Legal Assistance, Inc.",120000,2008,ME,ME-1,Basic Field,0,1232103,0,NA,0,0,NA,46774,8733,0,1518956,0,NA,NA,NA,NA,372500,NA,NA,NA,505727,0,0,154929,NA,0,NA,1085709,0,123842,281250,503952,0,0,0,1278877,4555598,5834475
"Pine Tree Legal Assistance, Inc.",120000,2009,ME,ME-1,Basic Field,0,1259927,0,NA,0,0,NA,43914,0,0,1684887,0,NA,NA,NA,NA,92300,NA,NA,NA,485339,0,0,362643,NA,0,NA,1039300,0,100568,241825,623511,0,0,0,1303841,4630373,5934214
"Pine Tree Legal Assistance, Inc.",120000,2010,ME,ME-1,Basic Field,0,1360392,0,NA,0,0,NA,168322,7124,0,1512503,0,NA,NA,NA,834786,0,NA,NA,NA,433158,0,0,282633,NA,0,NA,726853,0,93730,112500,677164,0,0,0,1528714,4680451,6209165
