org_name,recipient_id,demo_year,state,service_area__c,service_area_type__c,Groups,Men,Other_gender,Unknown_gender,Women,age_0_17,age_18_35,age_18_59,age_36_59,age_60_and_Over,Unknown_age,Asian,Black,Hispanic,Native_American,Other_ethnicity,Unknown_ethnicity,White,Non_Veteran,Unknown_veteran,Veteran,Asian_0_17,Asian_18_35,Asian_18_59,Asian_36_59,Asian_60 and Over,Asian_Unknown,Black_0_17,Black_18_35,Black_18_59,Black_36_59,Black_60 and Over,Black_Unknown,Hispanic_0_17,Hispanic_18_35,Hispanic_18_59,Hispanic_36_59,Hispanic_60 and Over,Hispanic_Unknown,Native American_0_17,Native American_18_35,Native American_18_59,Native American_36_59,Native American_60 and Over,Native American_Unknown,Other_0_17,Other_18_35,Other_18_59,Other_36_59,Other_60 and Over,Other_Unknown,Unknown_0_17,Unknown_18_35,Unknown_36_59,Unknown_60 and Over,Unknown_Unknown,White_0_17,White_18_35,White_18_59,White_36_59,White_60 and Over,White_Unknown
Legal Services of Southern Missouri,526051,2012,MO,MO-7,Basic Field,0,509,NA,NA,1933,20,NA,2136,NA,286,NA,10,166,22,7,17,NA,2220,2345,NA,97,NA,NA,10,NA,NA,NA,NA,NA,152,NA,14,NA,NA,NA,21,NA,1,NA,NA,NA,5,NA,2,NA,NA,NA,13,NA,4,NA,NA,NA,NA,NA,NA,20,NA,1935,NA,265,NA
Legal Services of Southern Missouri,526051,2013,MO,MO-7,Basic Field,1,426,NA,NA,1558,13,NA,1678,NA,288,NA,5,188,19,12,12,NA,1743,1890,NA,89,0,NA,5,NA,0,NA,1,NA,158,NA,29,NA,0,NA,19,NA,0,NA,0,NA,10,NA,2,NA,0,NA,11,NA,1,NA,NA,NA,NA,NA,NA,12,NA,1475,NA,256,NA
Legal Services of Southern Missouri,526051,2014,MO,MO-7,Basic Field,0,453,NA,NA,1638,10,869,NA,874,338,NA,4,197,15,14,22,NA,1839,1977,NA,114,NA,4,NA,0,NA,NA,NA,68,NA,96,33,NA,NA,8,NA,7,0,NA,NA,5,NA,7,2,NA,NA,11,NA,10,1,NA,NA,NA,NA,NA,NA,10,773,NA,754,302,NA
Legal Services of Southern Missouri,526051,2015,MO,MO-7,Basic Field,0,437,0,NA,1715,13,940,NA,902,297,NA,10,163,28,14,49,NA,1888,2031,NA,121,NA,7,NA,3,NA,NA,NA,72,NA,71,20,NA,NA,11,NA,16,1,NA,NA,7,NA,5,2,NA,NA,31,NA,14,4,NA,NA,NA,NA,NA,NA,13,812,NA,793,270,NA
Legal Services of Southern Missouri,526051,2016,MO,MO-7,Basic Field,0,605,0,NA,2095,12,1175,NA,1163,350,NA,22,279,25,14,37,NA,2323,2554,NA,146,0,12,NA,10,0,NA,2,120,NA,125,32,NA,0,13,NA,9,3,NA,0,6,NA,4,4,NA,0,16,NA,16,5,NA,NA,NA,NA,NA,NA,10,1008,NA,999,306,NA
Legal Services of Southern Missouri,526051,2017,MO,MO-7,Basic Field,NA,344,0,0,1423,11,713,NA,748,295,0,13,178,12,15,21,0,1528,1666,0,101,0,5,NA,7,1,0,1,65,NA,92,20,0,0,6,NA,4,2,0,0,11,NA,3,1,0,1,10,NA,4,6,0,0,0,0,0,0,9,616,NA,638,265,0
Legal Services of the Hudson Valley,233160,2008,NY,NY-20,Basic Field,4,1431,NA,NA,3572,156,NA,4166,NA,681,NA,29,1999,942,16,116,NA,1901,NA,NA,NA,1,NA,19,NA,9,NA,43,NA,1725,NA,231,NA,48,NA,815,NA,79,NA,NA,NA,12,NA,4,NA,4,NA,103,NA,9,NA,NA,NA,NA,NA,NA,60,NA,1492,NA,349,NA
Legal Services of the Hudson Valley,233160,2009,NY,NY-20,Basic Field,0,1655,NA,NA,3739,109,NA,4649,NA,636,NA,29,1964,1134,19,165,NA,2083,NA,NA,NA,0,NA,26,NA,3,NA,36,NA,1713,NA,215,NA,37,NA,1013,NA,84,NA,0,NA,17,NA,2,NA,2,NA,156,NA,7,NA,NA,NA,NA,NA,NA,34,NA,1724,NA,325,NA
Legal Services of the Hudson Valley,233160,2010,NY,NY-20,Basic Field,7,1211,NA,NA,2982,99,NA,3609,NA,485,NA,28,1717,885,19,121,NA,1423,NA,NA,NA,1,NA,21,NA,6,NA,28,NA,1497,NA,192,NA,32,NA,777,NA,76,NA,2,NA,13,NA,4,NA,12,NA,101,NA,8,NA,NA,NA,NA,NA,NA,24,NA,1200,NA,199,NA
Legal Services of the Hudson Valley,233160,2011,NY,NY-20,Basic Field,8,1166,NA,NA,2939,65,NA,3524,NA,524,NA,29,1700,820,14,118,NA,1432,NA,NA,NA,0,NA,25,NA,4,NA,27,NA,1486,NA,187,NA,20,NA,736,NA,64,NA,0,NA,10,NA,4,NA,0,NA,101,NA,17,NA,NA,NA,NA,NA,NA,18,NA,1166,NA,248,NA
Legal Services of the Hudson Valley,233160,2012,NY,NY-20,Basic Field,5,1317,NA,NA,3369,175,NA,3964,NA,550,NA,45,1876,1035,14,160,NA,1559,4648,NA,43,2,NA,37,NA,6,NA,67,NA,1621,NA,188,NA,52,NA,911,NA,72,NA,0,NA,13,NA,1,NA,10,NA,129,NA,21,NA,NA,NA,NA,NA,NA,44,NA,1253,NA,262,NA
Legal Services of the Hudson Valley,233160,2013,NY,NY-20,Basic Field,3,1593,NA,NA,3760,192,NA,4431,NA,733,NA,47,2023,1030,18,247,NA,1991,5182,NA,174,1,NA,38,NA,8,NA,57,NA,1716,NA,250,NA,46,NA,893,NA,91,NA,0,NA,14,NA,4,NA,14,NA,215,NA,18,NA,NA,NA,NA,NA,NA,74,NA,1555,NA,362,NA
Legal Services of the Hudson Valley,233160,2014,NY,NY-20,Basic Field,2,1496,NA,NA,3847,148,1468,NA,2946,789,NA,61,1905,1119,21,292,NA,1953,5088,NA,257,3,16,NA,30,12,NA,68,558,NA,1044,235,NA,34,387,NA,569,129,NA,0,0,NA,17,4,NA,16,104,NA,149,23,NA,NA,NA,NA,NA,NA,27,403,NA,1137,386,NA
Legal Services of the Hudson Valley,233160,2015,NY,NY-20,Basic Field,3,1884,2,NA,4861,149,1864,NA,3675,1062,NA,54,2076,1448,19,746,NA,2407,6370,NA,380,0,17,NA,30,7,NA,46,616,NA,1131,283,NA,33,516,NA,745,154,NA,2,1,NA,15,1,NA,30,233,NA,406,77,NA,NA,NA,NA,NA,NA,38,481,NA,1348,540,NA
Legal Services of the Hudson Valley,233160,2016,NY,NY-20,Basic Field,9,2255,10,NA,5888,194,2282,NA,4247,1430,NA,80,2398,1790,27,1103,NA,2755,7663,NA,490,3,26,NA,36,15,NA,53,768,NA,1266,311,NA,64,638,NA,861,227,NA,0,11,NA,16,0,NA,58,290,NA,558,197,NA,NA,NA,NA,NA,NA,16,549,NA,1510,680,NA
Legal Services of the Hudson Valley,233160,2017,NY,NY-20,Basic Field,NA,2167,35,14,5453,107,2079,NA,4057,1416,10,83,2152,1601,41,2482,924,386,7183,8,478,0,25,NA,41,17,0,17,626,NA,1164,342,3,29,546,NA,829,195,2,0,9,NA,25,7,0,24,493,NA,1298,664,3,22,231,524,145,2,15,149,NA,176,46,0
"Legal Services of the Virgin Islands, Inc.",254000,2008,VI,VI-1,Basic Field,0,114,NA,NA,533,6,NA,609,NA,173,NA,3,596,133,2,13,NA,41,NA,NA,NA,0,NA,2,NA,1,NA,5,NA,457,NA,134,NA,0,NA,103,NA,30,NA,0,NA,2,NA,0,NA,0,NA,10,NA,3,NA,NA,NA,NA,NA,NA,1,NA,35,NA,5,NA
"Legal Services of the Virgin Islands, Inc.",254000,2009,VI,VI-1,Basic Field,0,170,NA,NA,709,3,NA,661,NA,215,NA,8,634,180,3,12,NA,42,NA,NA,NA,NA,NA,6,NA,2,NA,3,NA,469,NA,162,NA,NA,NA,135,NA,45,NA,NA,NA,3,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,6,NA
"Legal Services of the Virgin Islands, Inc.",254000,2010,VI,VI-1,Basic Field,0,156,NA,NA,622,3,NA,580,NA,195,NA,6,565,148,3,15,NA,41,NA,NA,NA,NA,NA,5,NA,1,NA,1,NA,401,NA,163,NA,2,NA,119,NA,27,NA,NA,NA,3,NA,NA,NA,NA,NA,14,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,3,NA
"Legal Services of the Virgin Islands, Inc.",254000,2011,VI,VI-1,Basic Field,2,242,NA,NA,736,7,NA,687,NA,286,NA,1,714,186,7,21,NA,51,NA,NA,NA,0,NA,1,NA,0,NA,5,NA,484,NA,225,NA,0,NA,134,NA,52,NA,0,NA,5,NA,2,NA,2,NA,15,NA,4,NA,NA,NA,NA,NA,NA,0,NA,48,NA,3,NA
"Legal Services of the Virgin Islands, Inc.",254000,2012,VI,VI-1,Basic Field,0,216,NA,NA,823,3,NA,790,NA,246,NA,3,755,217,9,13,NA,42,0,NA,0,NA,NA,3,NA,NA,NA,NA,NA,564,NA,191,NA,1,NA,171,NA,45,NA,2,NA,5,NA,2,NA,NA,NA,11,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,6,NA
"Legal Services of the Virgin Islands, Inc.",254000,2013,VI,VI-1,Basic Field,0,228,NA,NA,846,7,NA,793,NA,274,NA,3,771,229,1,19,NA,51,1042,NA,32,NA,NA,3,NA,NA,NA,5,NA,564,NA,202,NA,1,NA,177,NA,51,NA,NA,NA,NA,NA,1,NA,NA,NA,13,NA,6,NA,NA,NA,NA,NA,NA,1,NA,36,NA,14,NA
"Legal Services of the Virgin Islands, Inc.",254000,2014,VI,VI-1,Basic Field,0,212,NA,NA,728,0,350,NA,340,250,NA,5,687,191,1,18,NA,38,0,NA,0,0,5,NA,0,0,NA,0,245,NA,242,200,NA,0,77,NA,77,37,NA,0,0,NA,0,1,NA,0,7,NA,6,5,NA,NA,NA,NA,NA,NA,0,16,NA,15,7,NA
"Legal Services of the Virgin Islands, Inc.",254000,2015,VI,VI-1,Basic Field,0,168,NA,NA,538,3,239,NA,281,183,NA,NA,518,141,3,24,NA,20,1859,NA,2,NA,NA,NA,NA,NA,NA,2,170,NA,204,142,NA,1,57,NA,59,24,NA,NA,1,NA,1,1,NA,NA,7,NA,11,6,NA,NA,NA,NA,NA,NA,NA,4,NA,6,10,NA
"Legal Services of the Virgin Islands, Inc.",254000,2016,VI,VI-1,Basic Field,0,145,0,NA,711,0,278,NA,363,215,NA,0,653,157,2,23,NA,21,854,NA,2,0,0,NA,0,0,NA,0,209,NA,262,182,NA,0,54,NA,78,25,NA,0,1,NA,0,1,NA,0,8,NA,13,2,NA,NA,NA,NA,NA,NA,0,6,NA,10,5,NA
"Legal Services of the Virgin Islands, Inc.",254000,2017,VI,VI-1,Basic Field,NA,168,0,0,492,0,197,NA,260,203,0,1,487,120,2,23,0,27,0,658,2,0,0,NA,1,0,0,0,157,NA,176,154,0,0,26,NA,62,32,0,0,1,NA,1,0,0,0,5,NA,7,11,0,0,0,0,0,0,0,8,NA,13,6,0
Lone Star Legal Aid,744060,2008,TX,TX-13,Basic Field,0,3210,NA,NA,12049,139,NA,13206,NA,1914,NA,403,6061,3374,77,237,NA,5107,NA,NA,NA,0,NA,224,NA,179,NA,37,NA,5244,NA,780,NA,75,NA,2986,NA,313,NA,0,NA,67,NA,10,NA,1,NA,201,NA,35,NA,NA,NA,NA,NA,NA,26,NA,4484,NA,597,NA
Lone Star Legal Aid,744060,2009,TX,TX-13,Basic Field,0,4242,NA,NA,13556,173,NA,15671,NA,1954,NA,226,6847,4287,74,272,NA,6092,NA,NA,NA,0,NA,179,NA,47,NA,28,NA,5999,NA,820,NA,128,NA,3816,NA,343,NA,0,NA,65,NA,9,NA,0,NA,241,NA,31,NA,NA,NA,NA,NA,NA,17,NA,5371,NA,704,NA
Lone Star Legal Aid,744060,2010,TX,TX-13,Basic Field,0,4880,NA,NA,14765,164,NA,17097,NA,2384,NA,931,7094,4418,120,351,NA,6731,NA,NA,NA,1,NA,861,NA,69,NA,37,NA,6058,NA,999,NA,102,NA,3962,NA,354,NA,0,NA,94,NA,26,NA,0,NA,309,NA,42,NA,NA,NA,NA,NA,NA,24,NA,5813,NA,894,NA
Lone Star Legal Aid,744060,2011,TX,TX-13,Basic Field,1,4274,NA,NA,12937,150,NA,14823,NA,2238,NA,311,6698,3919,91,275,NA,5917,NA,NA,NA,0,NA,247,NA,64,NA,46,NA,5759,NA,893,NA,61,NA,3485,NA,373,NA,1,NA,76,NA,14,NA,4,NA,235,NA,36,NA,NA,NA,NA,NA,NA,38,NA,5021,NA,858,NA
Lone Star Legal Aid,744060,2012,TX,TX-13,Basic Field,0,3828,NA,NA,11789,117,NA,13074,NA,2426,NA,283,6105,3268,67,213,NA,5681,13597,NA,2020,5,NA,214,NA,64,NA,46,NA,5093,NA,966,NA,46,NA,2889,NA,333,NA,0,NA,56,NA,11,NA,1,NA,191,NA,21,NA,NA,NA,NA,NA,NA,19,NA,4631,NA,1031,NA
Lone Star Legal Aid,744060,2013,TX,TX-13,Basic Field,4,5021,NA,NA,15373,180,NA,16748,NA,3466,NA,547,7935,3979,117,287,NA,7529,17012,NA,3386,5,NA,371,NA,171,NA,74,NA,6520,NA,1341,NA,61,NA,3412,NA,506,NA,1,NA,79,NA,37,NA,7,NA,255,NA,25,NA,NA,NA,NA,NA,NA,32,NA,6111,NA,1386,NA
Lone Star Legal Aid,744060,2014,TX,TX-13,Basic Field,2,5130,NA,NA,15621,159,7363,NA,9731,3500,NA,519,8439,4235,105,318,NA,7137,17720,NA,3033,4,122,NA,237,156,NA,66,2737,NA,4148,1488,NA,62,1834,NA,1813,526,NA,0,23,NA,57,25,NA,3,141,NA,135,39,NA,NA,NA,NA,NA,NA,24,2506,NA,3341,1266,NA
Lone Star Legal Aid,744060,2015,TX,TX-13,Basic Field,0,5643,NA,NA,16786,162,7995,NA,10388,3884,NA,563,8942,5067,96,381,NA,7380,19465,NA,2964,5,112,NA,237,209,NA,62,2880,NA,4346,1654,NA,62,2070,NA,2229,706,NA,0,25,NA,52,19,NA,2,154,NA,158,67,NA,NA,NA,NA,NA,NA,31,2754,NA,3366,1229,NA
Lone Star Legal Aid,744060,2016,TX,TX-13,Basic Field,0,5652,0,NA,17558,185,8134,NA,10380,4511,NA,558,8951,5141,119,459,NA,7982,20348,NA,2862,9,111,NA,238,200,NA,68,2862,NA,4231,1790,NA,78,2076,NA,2214,773,NA,1,30,NA,56,32,NA,2,182,NA,217,58,NA,NA,NA,NA,NA,NA,27,2873,NA,3424,1658,NA
Lone Star Legal Aid,744060,2017,TX,TX-13,Basic Field,NA,5243,0,0,15983,261,7210,NA,9794,3961,0,517,8086,4579,134,569,0,7341,18068,0,3158,6,117,NA,233,161,0,63,2500,NA,3924,1599,0,166,1735,NA,2040,638,0,0,40,NA,68,26,0,3,196,NA,271,99,0,0,0,0,0,0,23,2622,NA,3258,1438,0
Maryland Legal Aid,321016,2008,DE,MDE,Migrant Worker,0,10,NA,NA,1,0,NA,11,NA,0,NA,0,6,3,0,1,NA,1,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,6,NA,0,NA,0,NA,3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,NA,NA,NA,NA,NA,0,NA,1,NA,0,NA
Maryland Legal Aid,321016,2008,MD,MD-1,Basic Field,0,2222,NA,NA,5916,71,NA,6539,NA,1528,NA,20,2869,59,13,4562,NA,615,NA,NA,NA,0,NA,15,NA,5,NA,18,NA,2414,NA,437,NA,2,NA,51,NA,6,NA,0,NA,10,NA,3,NA,47,NA,3572,NA,943,NA,NA,NA,NA,NA,NA,4,NA,477,NA,134,NA
Maryland Legal Aid,321016,2008,MD,MMD,Migrant Worker,0,9,NA,NA,6,2,NA,13,NA,0,NA,0,2,13,0,0,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,13,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA
Maryland Legal Aid,321016,2009,DE,MDE,Migrant Worker,0,5,NA,NA,0,NA,NA,4,NA,1,NA,NA,1,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Maryland Legal Aid,321016,2009,MD,MD-1,Basic Field,0,2173,NA,NA,5179,74,NA,6102,NA,1176,NA,24,2542,90,9,3964,NA,723,NA,NA,NA,0,NA,19,NA,5,NA,17,NA,2187,NA,338,NA,0,NA,81,NA,9,NA,0,NA,9,NA,0,NA,55,NA,3229,NA,680,NA,NA,NA,NA,NA,NA,2,NA,577,NA,144,NA
Maryland Legal Aid,321016,2009,MD,MMD,Migrant Worker,0,4,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Maryland Legal Aid,321016,2010,DE,MDE,Migrant Worker,0,8,NA,NA,0,0,NA,7,NA,1,NA,0,3,4,0,0,NA,1,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,2,NA,1,NA,0,NA,4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,1,NA,0,NA
Maryland Legal Aid,321016,2010,MD,MD-1,Basic Field,0,2019,NA,NA,4782,60,NA,5851,NA,890,NA,13,2831,128,17,2742,NA,1070,NA,NA,NA,0,NA,10,NA,3,NA,39,NA,2455,NA,337,NA,0,NA,106,NA,22,NA,0,NA,16,NA,1,NA,12,NA,2301,NA,429,NA,NA,NA,NA,NA,NA,9,NA,963,NA,98,NA
Maryland Legal Aid,321016,2010,MD,MMD,Migrant Worker,0,3,NA,NA,1,2,NA,2,NA,0,NA,0,0,4,0,0,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA
Maryland Legal Aid,321016,2011,DE,MDE,Migrant Worker,0,2,NA,NA,8,0,NA,10,NA,0,NA,0,9,1,0,0,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,9,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA
Maryland Legal Aid,321016,2011,MD,MD-1,Basic Field,0,2147,NA,NA,5276,80,NA,6095,NA,1248,NA,21,3670,491,11,1596,NA,1634,NA,NA,NA,4,NA,12,NA,5,NA,41,NA,3197,NA,432,NA,4,NA,453,NA,34,NA,0,NA,10,NA,1,NA,22,NA,963,NA,611,NA,NA,NA,NA,NA,NA,9,NA,1460,NA,165,NA
Maryland Legal Aid,321016,2011,MD,MMD,Migrant Worker,0,19,NA,NA,3,0,NA,22,NA,0,NA,0,1,21,0,0,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,21,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA
Maryland Legal Aid,321016,2012,DE,MDE,Migrant Worker,0,9,NA,NA,1,0,NA,10,NA,0,NA,0,9,1,0,0,NA,0,10,NA,0,0,NA,0,NA,0,NA,0,NA,9,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA
Maryland Legal Aid,321016,2012,MD,MD-1,Basic Field,0,2371,NA,NA,4537,134,NA,5500,NA,1274,NA,10,3821,9,10,1399,NA,1659,6887,NA,21,0,NA,9,NA,1,NA,84,NA,3271,NA,466,NA,0,NA,9,NA,0,NA,0,NA,9,NA,1,NA,13,NA,919,NA,467,NA,NA,NA,NA,NA,NA,37,NA,1283,NA,339,NA
Maryland Legal Aid,321016,2012,MD,MMD,Migrant Worker,0,4,NA,NA,4,0,NA,6,NA,2,NA,0,6,2,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,5,NA,1,NA,0,NA,1,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA
Maryland Legal Aid,321016,2013,DE,MDE,Migrant Worker,0,4,NA,NA,11,NA,NA,14,NA,1,NA,NA,NA,12,NA,NA,NA,3,13,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
Maryland Legal Aid,321016,2013,MD,MD-1,Basic Field,0,2492,NA,NA,3945,136,NA,5515,NA,786,NA,NA,4145,34,NA,472,NA,1786,6373,NA,64,NA,NA,NA,NA,NA,NA,81,NA,3776,NA,288,NA,4,NA,25,NA,5,NA,NA,NA,NA,NA,NA,NA,0,NA,391,NA,81,NA,NA,NA,NA,NA,NA,51,NA,1323,NA,412,NA
Maryland Legal Aid,321016,2013,MD,MMD,Migrant Worker,0,3,NA,NA,6,NA,NA,5,NA,4,NA,NA,5,NA,NA,NA,NA,4,7,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA
Maryland Legal Aid,321016,2014,DE,MDE,Migrant Worker,0,4,NA,NA,1,NA,2,NA,3,NA,NA,NA,NA,4,NA,1,NA,NA,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maryland Legal Aid,321016,2014,MD,MD-1,Basic Field,0,2059,NA,NA,3458,46,4525,NA,NA,946,NA,NA,122,13,2,273,NA,5107,5416,NA,101,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,17,NA,NA,13,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,222,NA,NA,50,NA,NA,NA,NA,NA,NA,44,4184,NA,NA,879,NA
Maryland Legal Aid,321016,2014,MD,MMD,Migrant Worker,0,33,NA,NA,6,NA,19,NA,14,6,NA,NA,NA,25,NA,NA,NA,14,39,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4,4,NA
Maryland Legal Aid,321016,2015,DE,MDE,Migrant Worker,0,1,1,NA,3,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maryland Legal Aid,321016,2015,MD,MD-1,Basic Field,0,1447,2,NA,4693,43,1870,NA,3084,1145,NA,50,3689,160,16,745,NA,1482,6006,NA,136,1,12,NA,27,10,NA,28,1160,NA,1900,601,NA,5,56,NA,76,23,NA,1,7,NA,5,3,NA,5,238,NA,352,150,NA,NA,NA,NA,NA,NA,3,397,NA,724,358,NA
Maryland Legal Aid,321016,2015,MD,MMD,Migrant Worker,0,6,0,NA,1,NA,7,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,7,NA,0,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maryland Legal Aid,321016,2016,DE,MDE,Migrant Worker,0,1,0,NA,0,0,0,NA,1,0,NA,0,0,1,0,0,NA,0,1,NA,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA
Maryland Legal Aid,321016,2016,MD,MD-1,Basic Field,0,2017,2,NA,4713,39,2162,NA,3204,1327,NA,42,4080,154,16,763,NA,1677,6506,NA,226,0,10,NA,21,11,NA,21,1343,NA,1992,724,NA,2,65,NA,68,19,NA,0,2,NA,8,6,NA,13,279,NA,342,129,NA,NA,NA,NA,NA,NA,3,463,NA,773,438,NA
Maryland Legal Aid,321016,2016,MD,MMD,Migrant Worker,0,2,0,NA,0,0,0,NA,2,0,NA,0,1,1,0,0,NA,0,2,NA,0,0,0,NA,0,0,NA,0,0,NA,1,0,NA,0,0,NA,1,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA
Maryland Legal Aid,321016,2017,DE,MDE,Migrant Worker,NA,2,0,0,1,0,0,NA,1,2,0,0,3,0,0,0,0,0,3,0,0,0,0,NA,0,0,0,0,0,NA,1,2,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
Maryland Legal Aid,321016,2017,MD,MD-1,Basic Field,NA,2469,0,352,4481,43,2315,NA,3548,1381,15,49,4515,156,16,369,545,1652,6790,280,232,0,14,NA,17,18,0,27,1509,NA,2228,749,2,4,53,NA,77,22,0,0,4,NA,5,7,0,5,121,NA,168,75,0,4,214,243,72,12,3,400,NA,810,438,1
Maryland Legal Aid,321016,2017,MD,MMD,Migrant Worker,NA,4,0,0,3,0,4,NA,2,1,0,0,1,6,0,0,0,0,7,0,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,4,NA,2,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
"Massachusetts Justice Project, Inc.",122107,2008,MA,MA-10,Basic Field,1,1817,NA,NA,4645,80,NA,5887,NA,498,NA,45,701,2266,36,185,NA,3232,NA,NA,NA,0,NA,39,NA,6,NA,5,NA,664,NA,32,NA,59,NA,2097,NA,110,NA,0,NA,33,NA,3,NA,2,NA,173,NA,10,NA,NA,NA,NA,NA,NA,14,NA,2881,NA,337,NA
"Massachusetts Justice Project, Inc.",122107,2009,MA,MA-10,Basic Field,2,1792,NA,NA,4305,48,NA,5562,NA,488,NA,38,716,2037,32,143,NA,3132,NA,NA,NA,NA,NA,32,NA,6,NA,4,NA,675,NA,37,NA,31,NA,1895,NA,111,NA,NA,NA,29,NA,3,NA,1,NA,132,NA,10,NA,NA,NA,NA,NA,NA,12,NA,2799,NA,321,NA
"Massachusetts Justice Project, Inc.",122107,2010,MA,MA-10,Basic Field,1,1632,NA,NA,4005,52,NA,5136,NA,454,NA,52,649,1957,20,115,NA,2849,NA,NA,NA,1,NA,45,NA,6,NA,3,NA,607,NA,39,NA,41,NA,1814,NA,102,NA,0,NA,20,NA,NA,NA,0,NA,106,NA,9,NA,NA,NA,NA,NA,NA,7,NA,2544,NA,298,NA
