org_name,recipient_id,grant_year,state,service_area__c,service_area_type__c,lsc_expenditures__c_Audit_Non_Personnel_Expenses,lsc_expenditures__c_Contract_Services_to_Clients_Non_Personnel_Expenses,lsc_expenditures__c_Contract_Services_to_Recipient_Non_Personnel_Expenses,lsc_expenditures__c_Dues_and_Fees_Non_Personnel_Expenses,lsc_expenditures__c_Employee_Benefits_Personnel_Expenses,lsc_expenditures__c_Equipment_Rental_Non_Personnel_Expenses,lsc_expenditures__c_Insurance_Non_Personnel_Expenses,lsc_expenditures__c_Lawyers_Wages_Personnel_Expenses,lsc_expenditures__c_Library_Non_Personnel_Expenses,lsc_expenditures__c_Litigation_Non_Personnel_Expenses,lsc_expenditures__c_Mortgage_Payments_Non_Personnel_Expenses,lsc_expenditures__c_Office_Supplies_Non_Personnel_Expenses,lsc_expenditures__c_Other_Non_Personnel_Expenses,lsc_expenditures__c_Other_Space_Expense_Non_Personnel_Expenses,lsc_expenditures__c_Other_Staff_Wages_Personnel_Expenses,lsc_expenditures__c_Paralegals_Wages_Personnel_Expenses,lsc_expenditures__c_Property_Acquisition_Non_Personnel_Expenses,lsc_expenditures__c_Purchase_Payments_Non_Personnel_Expenses,lsc_expenditures__c_Space_Rent_Lease_Non_Personnel_Expenses,lsc_expenditures__c_Telephone_Non_Personnel_Expenses,lsc_expenditures__c_Training_Board_Non_Personnel_Expenses,lsc_expenditures__c_Training_Staff_Other_Non_Personnel_Expenses,lsc_expenditures__c_Travel_Board_Non_Personnel_Expenses,lsc_expenditures__c_Travel_Staff_Other_Non_Personnel_Expenses,non_lsc_expenditures__c_Audit_Non_Personnel_Expenses,non_lsc_expenditures__c_Contract_Services_to_Clients_Non_Personnel_Expenses,non_lsc_expenditures__c_Contract_Services_to_Recipient_Non_Personnel_Expenses,non_lsc_expenditures__c_Dues_and_Fees_Non_Personnel_Expenses,non_lsc_expenditures__c_Employee_Benefits_Personnel_Expenses,non_lsc_expenditures__c_Equipment_Rental_Non_Personnel_Expenses,non_lsc_expenditures__c_Insurance_Non_Personnel_Expenses,non_lsc_expenditures__c_Lawyers_Wages_Personnel_Expenses,non_lsc_expenditures__c_Library_Non_Personnel_Expenses,non_lsc_expenditures__c_Litigation_Non_Personnel_Expenses,non_lsc_expenditures__c_Mortgage_Payments_Non_Personnel_Expenses,non_lsc_expenditures__c_Office_Supplies_Non_Personnel_Expenses,non_lsc_expenditures__c_Other_Non_Personnel_Expenses,non_lsc_expenditures__c_Other_Space_Expense_Non_Personnel_Expenses,non_lsc_expenditures__c_Other_Staff_Wages_Personnel_Expenses,non_lsc_expenditures__c_Paralegals_Wages_Personnel_Expenses,non_lsc_expenditures__c_Property_Acquisition_Non_Personnel_Expenses,non_lsc_expenditures__c_Purchase_Payments_Non_Personnel_Expenses,non_lsc_expenditures__c_Space_Rent_Lease_Non_Personnel_Expenses,non_lsc_expenditures__c_Telephone_Non_Personnel_Expenses,non_lsc_expenditures__c_Training_Board_Non_Personnel_Expenses,non_lsc_expenditures__c_Training_Staff_Other_Non_Personnel_Expenses,non_lsc_expenditures__c_Travel_Board_Non_Personnel_Expenses,non_lsc_expenditures__c_Travel_Staff_Other_Non_Personnel_Expenses,Total_lsc_expenditures__c,Total_non_lsc_expenditures__c,Total_lsc_nonlsc_expenditures__c,Total_Personnel_Expenses,Total_Non_Personnel_Expenses
Iowa Legal Aid,516006,2016,IA,IA-3,Basic Field,9022,0,65073,9869,718668,10761,8816,1227925,19214,3022,0,37388,1829,8291,408014,79631,3592,0,105366,54659,0,15549,2936,20215,20801,0,150040,22755,1657034,24813,20327,2831228,44303,6969,0,86204,4217,19118,940760,183607,8282,0,242944,126027,0,35852,6768,46609,2809840,6478658,9288498,8046867,1241631
Iowa Legal Aid,516006,2016,IA,MIA,Migrant Worker,227,0,0,0,17882,1516,209,29866,462,106,0,5185,45,0,23903,0,0,0,2820,1505,0,5231,0,3827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92784,0,92784,71651,21133
Iowa Legal Aid,516006,2017,IA,IA-3,Basic Field,9049,0,39029,15840,704131,10363,8212,1191730,20113,3991,0,25905,2474,7594,392971,89016,18617,0,103510,73468,0,11730,3499,18444,21601,0,93167,15747,1680829,24738,19604,2844776,48011,9528,0,61839,5904,18126,938059,212489,44442,0,247089,175376,0,28002,8354,44029,2749686,6541710,9291396,8054001,1237395
Iowa Legal Aid,516006,2017,IA,MIA,Migrant Worker,589,0,0,0,37880,3399,453,63617,1088,0,0,3535,104,0,49991,0,0,0,11347,3399,0,11331,0,9971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196704,0,196704,151488,45216
"Kansas Legal Services, Inc.",517001,2008,KS,KS-1,Basic Field,6763,59294,46000,3611,265484,31853,21698,593588,9507,205,0,72827,2560,32501,577485,216397,0,0,148588,47090,0,4273,10264,19359,20737,6542,0,14953,931766,60165,52608,1445104,34167,32079,0,144191,285767,107103,1936097,629810,0,0,430233,41492,0,69889,0,79384,2169347,6322087,8491434,6595731,1895703
"Kansas Legal Services, Inc.",517001,2008,KS,MKS,Migrant Worker,0,11460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11460,0,11460,0,11460
"Kansas Legal Services, Inc.",517001,2009,KS,KS-1,Basic Field,7180,59294,83929,3835,357898,36579,17297,660267,19169,9980,0,71969,5531,40010,599675,272864,0,0,191942,31640,0,20187,12304,28779,20295,198060,0,22500,850607,68326,31326,1387624,39065,16832,0,127765,51469,82218,1759713,571088,0,0,394460,59031,0,68815,0,54095,2530329,5803289,8333618,6459736,1873882
"Kansas Legal Services, Inc.",517001,2009,KS,MKS,Migrant Worker,0,12674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12674,0,12674,0,12674
"Kansas Legal Services, Inc.",517001,2010,KS,KS-1,Basic Field,28846,102289,160198,10029,384245,61126,14675,696245,12347,5901,0,64441,16506,33198,637509,275540,19725,0,157274,31129,0,17731,2918,26539,13204,522,69815,21911,839466,23677,32060,1521096,26975,12892,0,140785,36059,72528,1392775,601975,43092,0,343600,68007,0,38737,6376,57980,2758411,5363532,8121943,6348851,1773092
"Kansas Legal Services, Inc.",517001,2010,KS,MKS,Migrant Worker,0,13685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13685,0,13685,0,13685
"Kansas Legal Services, Inc.",517001,2011,KS,KS-1,Basic Field,14293,31566,58354,12085,416516,20204,13806,760540,18612,7202,0,58484,9708,25678,634896,291970,2155,0,150335,36247,1244,18129,9414,29962,30303,51210,123714,24429,957614,59140,30086,1537382,40567,14579,0,124423,32384,72644,1792372,590198,41314,0,417207,82276,0,68227,0,67945,2621400,6158014,8779414,6981488,1797926
"Kansas Legal Services, Inc.",517001,2011,KS,MKS,Migrant Worker,0,13119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13119,0,13119,0,13119
"Kansas Legal Services, Inc.",517001,2012,KS,KS-1,Basic Field,10986,26139,72830,6533,345840,20301,11295,602881,12014,7147,0,43327,17655,23353,549711,258170,36491,0,138631,24346,1767,9426,2612,24934,26698,0,83138,15875,827443,49337,27445,1442425,29193,17373,0,105293,42903,56754,1315214,617686,19345,0,336900,59165,0,27198,6346,60595,2246389,5166326,7412715,5959370,1453345
"Kansas Legal Services, Inc.",517001,2013,KS,KS-1,Basic Field,28636,62319,34124,7865,339674,23156,11807,594935,14456,1015,0,41898,17956,32520,569043,249856,0,0,156446,36870,2738,18859,4587,20064,1288,0,66478,21345,647065,48295,23235,1254479,30254,18908,0,85800,40272,44517,1051549,526845,0,0,267045,74776,0,8345,0,37597,2268824,4248093,6516917,5233446,1283471
"Kansas Legal Services, Inc.",517001,2014,KS,KS-1,Basic Field,14083,52153,28596,11051,399573,25001,14353,750563,16200,795,0,48245,10534,25549,663854,267927,0,0,174613,44938,3260,4501,7887,6406,20787,0,42207,16312,587713,36903,21187,1103964,24210,1173,0,72689,23917,37710,976431,394083,87742,0,257732,66330,0,11456,0,10954,2570082,3793500,6363582,5144108,1219474
"Kansas Legal Services, Inc.",517001,2015,KS,KS-1,Basic Field,12847,37597,41368,8905,400270,21297,17813,778453,11662,740,0,49006,6691,21978,623930,298613,0,0,198580,45842,4355,15021,6600,23077,20966,4370,58034,16920,467843,26407,21719,922630,14461,19319,0,60746,31217,27252,739487,353919,-3500,0,235650,55515,0,14015,1320,28614,2624645,3116904,5741549,4585145,1156404
"Kansas Legal Services, Inc.",517001,2016,KS,KS-1,Basic Field,13340,5398,102693,12010,407010,18617,15691,808431,11505,12848,0,47985,17322,19636,584718,355094,3316,0,190625,44528,7583,17148,3140,15740,24860,33310,81319,14185,479847,21992,18537,953102,13590,18185,0,56682,20462,23195,698294,414477,21650,0,225177,52599,0,20258,3709,28287,2714378,3223717,5938095,4700973,1237122
"Kansas Legal Services, Inc.",517001,2017,KS,KS-1,Basic Field,28521,48518,55499,14011,405696,17498,25290,789369,10298,9369,0,39883,18074,17209,527071,327178,0,0,193592,40863,0,15412,5885,23305,8332,0,85149,14445,622475,26193,10292,1205355,15800,14407,0,61192,27288,25760,844213,502000,0,0,289771,62695,4878,19013,0,37633,2612541,3876891,6489432,5223357,1266075
Kentucky Legal Aid,618036,2008,KY,KY-9,Basic Field,11391,0,18705,2052,243157,5985,14048,518993,12200,421,0,35114,15414,26421,173288,132591,0,0,0,33973,0,2065,605,4069,10840,0,156640,11324,250601,10297,7880,469586,11214,575,0,40793,18542,26677,315880,154054,19233,0,5850,29279,0,5930,476,13190,1250492,1558861,2809353,2258150,551203
Kentucky Legal Aid,618036,2009,KY,KY-9,Basic Field,7568,0,43879,3737,278454,5005,13070,509798,13795,1531,0,42445,13059,29839,192943,147300,0,0,0,37599,0,3210,0,5182,12656,0,167539,8718,264737,11541,6926,540544,8400,1337,0,41984,16780,24476,297357,140901,20734,0,6600,29846,0,5967,712,13510,1348414,1621265,2969679,2372034,597645
Kentucky Legal Aid,618036,2010,KY,KY-9,Basic Field,10109,0,3807,2565,319939,6516,11868,593386,15492,1478,0,38018,19941,29135,215281,117790,0,0,0,32547,0,2958,404,4779,13627,0,174958,9914,269288,10858,5837,503241,9621,1018,0,38273,17635,23589,280545,164261,0,0,6350,21537,0,7723,267,11339,1426013,1569881,2995894,2463731,532163
Kentucky Legal Aid,618036,2011,KY,KY-9,Basic Field,10751,0,1141,0,335748,7163,12658,561758,14061,2056,0,30938,7528,37486,200810,114409,0,0,0,28039,0,1255,0,2890,7949,0,181067,12680,305138,10954,5412,547454,11376,1469,0,35772,12372,33792,298634,158222,0,0,6700,17345,0,11189,0,16473,1368691,1673998,3042689,2522173,520516
Kentucky Legal Aid,618036,2012,KY,KY-9,Basic Field,9966,3043,0,0,255228,6728,6916,543496,11620,844,0,24416,10650,25598,199245,86107,0,0,0,16687,0,1700,588,4598,14921,117763,0,12203,393977,11037,11525,538734,10615,655,0,39300,20404,27669,262199,182993,0,0,6750,13161,0,10794,462,14550,1207430,1689712,2897142,2461979,435163
Kentucky Legal Aid,618036,2013,KY,KY-9,Basic Field,9583,0,4199,0,209701,6582,6796,474352,11696,906,0,25943,9599,25610,233089,96032,0,0,0,10200,0,1231,0,4473,9987,0,142425,12373,444953,10981,12673,609947,13556,732,0,53346,21118,30070,256932,185110,6311,0,6600,11405,0,7002,788,13015,1129992,1849324,2979316,2510116,469200
Kentucky Legal Aid,618036,2014,KY,KY-9,Basic Field,9982,14653,7175,0,249979,6326,5937,476190,12362,651,0,22548,0,26366,198752,89827,0,0,0,9116,0,1507,0,4334,10402,141036,13553,12317,378915,10924,14491,627894,12266,596,0,36001,0,36535,284465,202714,17645,0,0,8614,0,3099,683,12418,1135705,1824568,2960273,2508736,451537
Kentucky Legal Aid,618036,2015,KY,KY-9,Basic Field,10288,0,21742,0,196294,7431,6963,538113,15067,196,0,26008,12308,30309,184995,95958,0,0,0,8985,0,1422,0,4043,10720,0,138146,12753,404806,10147,13967,587219,10818,351,0,33129,11781,26126,268641,161325,0,0,9800,7386,0,8585,566,14137,1160122,1730403,2890525,2437351,453174
Kentucky Legal Aid,618036,2016,KY,KY-9,Basic Field,10186,0,16096,0,216722,6788,6840,516514,13821,219,0,22028,13904,28238,178714,119488,0,0,0,9228,0,1876,0,6764,10493,0,128324,12630,351175,9012,14779,544892,10721,360,0,29719,14783,29079,271399,135057,0,0,6600,7560,0,5028,234,12053,1167426,1593898,2761324,2333961,427363
Kentucky Legal Aid,618036,2017,KY,KY-9,Basic Field,10389,0,22103,0,310757,8106,13808,393389,18873,433,0,24537,18265,30134,229435,60642,0,0,1330,6924,0,2992,0,9740,10826,0,145587,11401,371254,9597,7442,775844,16542,457,0,34937,24843,24157,217931,209925,0,0,6617,7171,0,16031,214,22433,1161857,1913209,3075066,2569177,505889
LAF (Legal Assistance Foundation of Metropolitan Chicago),514020,2008,IL,IL-6,Basic Field,26529,189745,0,0,1318584,65832,42881,3003025,106813,109634,0,167722,-89884,118744,1283225,241770,11402,0,732755,114408,0,20194,0,63868,9771,146491,0,14279,975493,14285,5593,3059781,11887,31096,0,54649,546074,9956,509932,773376,29023,0,176057,28657,0,8630,0,13203,7527247,6418233,13945480,11165186,2780294
LAF (Legal Assistance Foundation of Metropolitan Chicago),514020,2008,IL,MIL,Migrant Worker,0,0,514,0,43905,1311,972,110086,1887,123,0,3771,24656,1432,5455,36719,0,0,14277,7722,0,2217,0,14614,0,0,0,0,2966,0,0,22344,0,0,0,0,714,0,8000,0,0,0,0,0,0,0,0,0,269661,34024,303685,229475,74210
LAF (Legal Assistance Foundation of Metropolitan Chicago),514020,2009,IL,IL-6,Basic Field,30304,144045,0,0,1293305,63578,42634,3361507,108416,83684,0,143603,-124310,125580,1384328,213059,0,0,762876,148703,0,18703,0,73461,9696,130591,0,23799,1001345,17380,5825,2796291,13326,32818,0,41287,745696,27648,415313,926073,197306,0,163578,25833,0,16680,0,7752,7873476,6598237,14471713,11391221,3080492
LAF (Legal Assistance Foundation of Metropolitan Chicago),514020,2009,IL,MIL,Migrant Worker,0,484,0,0,45072,5483,906,129217,1268,395,0,3190,13023,1498,0,41397,0,0,14373,7916,0,3129,0,19451,0,0,0,0,0,0,0,0,0,0,0,0,1032,0,12000,0,0,0,0,0,0,0,0,0,286802,13032,299834,227686,72148
LAF (Legal Assistance Foundation of Metropolitan Chicago),514020,2010,IL,IL-6,Basic Field,38658,0,119764,0,1435301,68180,40908,3216907,99000,88761,0,129557,-142600,142196,1472380,190115,0,0,783230,167645,0,9492,0,66992,4342,0,42986,13740,1044731,11455,4190,2894429,8772,24167,0,34390,865648,8448,400381,990943,21684,0,142238,20499,0,9398,0,6114,7926486,6548555,14475041,11645187,2829854
LAF (Legal Assistance Foundation of Metropolitan Chicago),514020,2010,IL,MIL,Migrant Worker,0,0,2479,0,41324,5642,827,106209,1595,659,0,2953,23514,1535,8000,40982,0,0,14054,6890,0,9403,0,23143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289209,0,289209,196515,92694
LAF (Legal Assistance Foundation of Metropolitan Chicago),514020,2011,IL,IL-6,Basic Field,42293,0,139285,0,1507907,83130,45989,3009218,97984,86569,0,128338,10136,122085,1539186,228352,0,0,722513,164059,0,14635,0,55957,1707,0,27286,14195,988632,5009,1582,2727301,8647,8145,0,62728,558564,3435,308504,950467,114225,0,59413,21748,0,8697,0,11226,7997636,5881511,13879147,11259567,2619580
LAF (Legal Assistance Foundation of Metropolitan Chicago),514020,2011,IL,MIL,Migrant Worker,0,0,326,0,49148,4603,631,118954,1376,702,0,1888,6246,838,12000,42031,0,0,8943,7271,0,4156,0,16457,0,0,0,0,0,0,0,0,0,0,0,0,561,0,0,0,0,0,0,0,0,0,0,390,275570,951,276521,222133,54388
LAF (Legal Assistance Foundation of Metropolitan Chicago),514020,2012,IL,IL-6,Basic Field,44900,0,145338,0,1211634,73179,39441,2570711,87629,89018,0,95522,47514,95483,1522621,169994,0,0,703919,55544,0,21309,0,54524,3100,0,56496,17319,950983,7010,2520,2663967,10951,7235,0,14492,769308,995538,331429,776493,0,0,68206,6395,0,27748,0,7141,7028280,6716331,13744611,10197832,3546779
LAF (Legal Assistance Foundation of Metropolitan Chicago),514020,2012,IL,MIL,Migrant Worker,0,0,513,0,48565,1548,916,123917,2349,1328,0,2905,414,1940,5000,42634,0,0,18518,6869,0,6523,0,16499,0,0,0,225,0,0,0,13667,0,0,0,0,10415,23993,0,0,0,0,0,0,0,0,0,0,280438,48300,328738,233783,94955
LAF (Legal Assistance Foundation of Metropolitan Chicago),514020,2013,IL,IL-6,Basic Field,45300,0,199206,0,908778,98672,36178,2332586,84557,112804,0,93706,78718,113190,1131037,166347,0,0,524140,42149,0,14724,0,52026,4200,0,150778,16503,1213230,12158,5412,3344823,17818,15256,0,31660,796683,477480,810222,942805,0,0,128882,9946,0,9666,0,7385,6034118,7994907,14029025,10849828,3179197
LAF (Legal Assistance Foundation of Metropolitan Chicago),514020,2013,IL,MIL,Migrant Worker,0,0,1359,0,56459,2188,979,131684,2522,1125,0,8486,58,2793,1000,42868,0,0,17404,5614,0,9070,0,24754,0,0,0,306,0,0,0,41000,0,0,0,0,11297,12229,2000,0,0,0,0,0,0,0,0,0,308363,66832,375195,275011,100184
LAF (Legal Assistance Foundation of Metropolitan Chicago),514020,2014,IL,IL-6,Basic Field,44257,145887,109637,0,986942,79816,40106,2168823,100047,117809,0,116202,0,74906,1221751,41621,0,0,1198701,40329,0,29242,0,56965,6743,58877,436724,16048,1371468,11022,6036,3642254,15773,5841,0,31469,0,87203,1019102,1063693,0,0,307988,13728,0,32775,0,14066,6573041,8140810,14713851,11515654,3198197
LAF (Legal Assistance Foundation of Metropolitan Chicago),514020,2014,IL,MIL,Migrant Worker,0,0,615,0,56508,1950,1075,132211,2524,551,0,2752,3422,2204,0,44052,0,0,40289,4528,0,1825,0,22992,0,0,3895,580,959,0,0,34445,0,0,0,0,1925,0,0,0,0,0,0,0,0,4139,0,4815,317498,50758,368256,268175,100081
LAF (Legal Assistance Foundation of Metropolitan Chicago),514020,2015,IL,IL-6,Basic Field,52905,0,238145,0,1230706,75624,39679,2283708,77531,105911,0,70799,7685,114553,1193314,129490,0,0,1244834,45434,0,26169,0,50710,5095,0,134330,11695,1231557,6341,4353,3367177,12556,26022,0,23830,608896,-263151,949244,913479,0,0,297169,7659,0,30190,0,24781,6987197,7391223,14378420,11298675,3079745
LAF (Legal Assistance Foundation of Metropolitan Chicago),514020,2015,IL,MIL,Migrant Worker,561,0,696,0,52521,1304,1008,123836,1981,0,0,5436,108,2561,3950,46997,0,0,38732,3631,0,1548,0,25418,0,0,3500,0,1235,0,0,8950,308,0,0,0,9862,-7441,433,0,0,0,-17,0,0,0,0,3661,310288,20491,330779,237922,92857
LAF (Legal Assistance Foundation of Metropolitan Chicago),514020,2016,IL,IL-6,Basic Field,43192,0,131797,0,1262257,91332,38523,2153320,97513,81536,0,69001,15435,97924,1134873,101339,0,0,1194355,52116,0,27294,0,29130,2808,0,207489,20594,1010212,2932,1777,2860116,8030,10765,0,27793,760736,-290463,878873,837575,0,0,326801,10570,0,15050,0,33629,6620937,6725287,13346224,10238565,3107659
LAF (Legal Assistance Foundation of Metropolitan Chicago),514020,2016,IL,MIL,Migrant Worker,0,0,573,0,51093,1211,823,104108,2230,789,0,4142,0,2940,5556,44607,-108,0,32722,3635,0,1132,0,25331,0,0,3500,0,1921,0,0,3095,0,0,0,10764,8640,-7443,3556,0,0,0,-17,0,0,0,0,0,280784,24016,304800,213936,90864
LAF (Legal Assistance Foundation of Metropolitan Chicago),514020,2017,IL,IL-6,Basic Field,47000,0,104036,0,1098068,63332,33538,1336269,74377,90741,0,79027,137153,82669,978118,174275,0,0,1002266,43645,0,35695,0,33384,0,0,173609,16985,1250198,18749,7741,3767164,22361,15396,0,40873,556892,-308786,1058630,932963,51632,0,677503,17685,0,13149,0,45971,5413593,8358715,13772308,10595685,3176623
LAF (Legal Assistance Foundation of Metropolitan Chicago),514020,2017,IL,MIL,Migrant Worker,0,0,295,0,33251,913,479,67852,1194,325,0,829,0,2144,3000,46882,0,0,20183,3070,0,3417,0,33486,0,0,500,825,4315,30,0,20167,0,0,0,30,2959,-4639,0,0,0,0,530,13,0,327,0,191,217320,25248,242568,175467,67101
Lakeshore Legal Aid,423090,2016,MI,MI-13,Basic Field,0,0,66935,16017,313425,656,12689,1058008,6800,6779,0,151925,0,7627,288707,16000,56707,0,68720,70397,0,10901,162,23466,0,0,162939,22600,211907,7376,7169,959149,4348,5154,0,71713,3881,6942,35223,55620,21950,0,55001,41272,0,15343,0,7263,2175921,1694850,3870771,2938039,932732
Lakeshore Legal Aid,423090,2017,MI,MI-13,Basic Field,12923,6462,94373,13370,780540,0,11668,2053238,24373,19637,0,299386,0,23894,599239,51383,36908,0,251614,62311,0,41322,0,77290,12517,9690,166194,30272,582972,1051,15978,2303679,15931,28905,0,232616,2974,10737,240370,27790,41042,0,80018,100072,61,49682,209,28590,4459931,3981350,8441281,6639211,1802070
"Land of Lincoln Legal Aid, Inc.",514050,2008,IL,IL-3,Basic Field,7000,292982,93326,0,370863,19729,36818,708153,31901,8714,0,162051,29491,17552,373975,54168,0,0,304863,57581,0,36350,5641,66088,9000,50000,179032,9918,678233,15939,5913,1921935,16548,5070,0,92658,813,15840,584982,295468,60000,0,158139,79347,0,46314,1429,73654,2677246,4300232,6977478,4987777,1989701
"Land of Lincoln Legal Aid, Inc.",514050,2009,IL,IL-3,Basic Field,6941,208967,81458,0,448908,18222,32724,920204,23551,13294,0,94830,13537,12213,450219,31757,12863,0,267066,80889,1000,32722,5544,52817,10059,50000,127679,10299,664830,14944,4854,1839482,28085,2899,0,88297,49558,2323,536870,343743,73544,0,231426,78649,0,17426,2240,74060,2809726,4251267,7060993,5236013,1824980
"Land of Lincoln Legal Aid, Inc.",514050,2010,IL,IL-3,Basic Field,4181,211518,130843,0,496505,14227,35051,977318,21615,10875,0,97677,4906,11140,489880,32011,9710,0,241534,69761,1000,24141,5580,57298,16319,84545,88855,9624,672342,15675,3095,1744468,30299,2551,0,76837,13876,4796,496516,324877,0,0,256934,74677,0,14628,1718,68359,2946771,4000991,6947762,5233917,1713845
"Land of Lincoln Legal Aid, Inc.",514050,2011,IL,IL-3,Basic Field,11220,185770,130623,0,466677,12676,36209,935207,19496,12713,0,73090,4252,12775,411140,22525,7461,0,214224,84848,1000,35539,4731,59312,10780,68784,75044,9961,765951,16292,3163,1854353,31690,2222,0,82836,18232,71594,565890,307931,0,0,286066,64867,337,25895,3045,90771,2741488,4355704,7097192,5329674,1767518
"Land of Lincoln Legal Aid, Inc.",514050,2012,IL,IL-3,Basic Field,11410,198418,143673,0,394683,16147,21510,803874,23747,14521,0,70482,12296,10337,301193,18455,0,0,194596,69559,2000,22943,4505,64164,13190,45833,95256,29134,808295,15441,13018,2070172,37052,3512,0,131698,4300,1932,637115,227670,7796,0,310848,71911,0,45550,5447,86303,2398513,4661473,7059986,5261457,1798529
"Land of Lincoln Legal Aid, Inc.",514050,2013,IL,IL-3,Basic Field,10455,205906,102165,439,395479,12441,36176,747286,22678,8623,0,10353,71356,10389,287864,552,0,0,155498,67856,1803,24153,2195,56636,14145,55486,88898,11654,962390,18984,5745,2501973,41931,9605,0,49833,73212,2258,816228,224951,0,0,341281,64230,0,42858,0,99980,2230303,5425642,7655945,5936723,1719222
"Land of Lincoln Legal Aid, Inc.",514050,2014,IL,IL-3,Basic Field,2068,212771,131290,0,508294,14975,33858,1049340,23793,15553,0,15919,76956,11798,406583,13004,0,0,210815,107227,1314,48508,3603,61728,13856,0,244100,10526,1199755,98122,7988,2423103,34959,10773,0,44916,27805,800,464554,256779,0,0,285432,110275,1959,75786,385,95124,2949397,5406997,8356394,6321412,2034982
"Land of Lincoln Legal Aid, Inc.",514050,2015,IL,IL-3,Basic Field,1958,154157,70907,434,472543,12067,13604,1103828,22202,11695,0,66104,0,4947,373285,31260,0,0,168019,86935,0,26498,2579,37804,10607,30292,137958,10930,917026,23423,26409,2142726,43099,22703,0,128319,176686,9604,724611,248760,7510,0,326155,168756,0,101241,5005,73383,2660826,5335203,7996029,6014039,1981990
"Land of Lincoln Legal Aid, Inc.",514050,2016,IL,IL-3,Basic Field,13125,163896,110225,7997,457357,8675,24346,937267,20664,10523,0,27520,11647,5970,483531,14324,0,0,198051,84049,0,53834,3509,37178,19595,2700,157886,14393,957544,17666,18153,2456092,44064,21264,0,65440,116227,9359,471496,289740,0,0,350659,192842,0,71414,1799,82092,2673688,5360425,8034113,6067351,1966762
"Land of Lincoln Legal Aid, Inc.",514050,2017,IL,IL-3,Basic Field,21495,211418,94879,13391,444258,6551,39801,929694,16258,6888,0,116594,24235,3803,446262,9410,0,0,189416,38856,0,59187,4030,40650,5945,2536,27098,12628,1001422,14847,12354,2496893,51169,10194,0,169587,119806,12771,454445,220375,0,0,367726,94338,0,47171,1283,66219,2717076,5188807,7905883,6002759,1903124
"Laurel Legal Services, Inc.",339026,2008,PA,PA-5,Basic Field,3600,0,97665,0,105396,0,4071,235526,5424,1279,0,20283,9876,9915,116856,20104,21226,0,22371,17689,1134,494,1601,13300,10293,0,0,5365,324330,0,11640,673488,15511,3659,0,57999,28458,28351,334151,57488,26833,0,63972,50583,5642,1414,3997,38029,707810,1741203,2449013,1867339,581674
"Laurel Legal Services, Inc.",339026,2009,PA,PA-5,Basic Field,4172,101631,0,0,144717,0,4271,268013,7773,982,0,24739,16479,10664,136322,25697,57243,0,27007,24095,1564,1456,1135,12298,10533,0,0,5141,365425,0,10783,676759,19629,2480,0,62476,42375,26928,349226,64886,0,0,68194,60844,3948,3675,2866,31053,870258,1807221,2677479,2031045,646434
"Laurel Legal Services, Inc.",339026,2010,PA,PA-5,Basic Field,5054,89184,0,0,176042,0,5129,302495,7383,1927,0,22057,9632,10566,157665,21478,0,0,30251,23709,1711,1177,1526,10904,11058,0,0,4248,385179,0,11221,661856,16153,4215,0,48261,21066,23117,344961,46995,0,0,66190,51875,3744,2574,3340,23857,877890,1729910,2607800,2096671,511129
"Laurel Legal Services, Inc.",339026,2011,PA,PA-5,Basic Field,5949,75200,30000,0,183623,0,3027,243627,8896,1381,0,21159,13098,11540,146295,22464,0,0,31716,28852,983,541,1677,11432,11103,0,0,3028,342698,0,5649,454685,16602,2577,0,39488,33154,21537,276033,41925,0,0,59191,53846,1835,1009,3131,21336,841460,1388827,2230287,1711350,518937
"Laurel Legal Services, Inc.",339026,2012,PA,PA-5,Basic Field,4590,59778,30000,384,154599,0,3344,203611,5503,520,0,16570,13619,9153,129537,22751,0,0,24515,28220,150,767,1047,9665,9410,0,0,788,316935,0,6855,417410,11280,1067,0,33969,27920,18765,265554,46641,0,0,50257,57851,101,1571,2147,19815,718323,1288336,2006659,1557038,449621
"Laurel Legal Services, Inc.",339026,2013,PA,PA-5,Basic Field,3290,47606,7823,0,114700,1063,4072,144974,3935,508,0,13874,0,17531,104675,16511,0,0,18996,19182,272,1166,664,5953,3710,0,19332,4332,306195,2650,11201,451965,10152,1303,0,36712,0,21825,253249,37042,0,0,47823,56061,686,3007,1644,15434,526795,1284323,1811118,1429311,381807
