org_name,recipient_id,grant_year,state,service_area__c,service_area_type__c,lsc_expenditures__c_Audit_Non_Personnel_Expenses,lsc_expenditures__c_Contract_Services_to_Clients_Non_Personnel_Expenses,lsc_expenditures__c_Contract_Services_to_Recipient_Non_Personnel_Expenses,lsc_expenditures__c_Dues_and_Fees_Non_Personnel_Expenses,lsc_expenditures__c_Employee_Benefits_Personnel_Expenses,lsc_expenditures__c_Equipment_Rental_Non_Personnel_Expenses,lsc_expenditures__c_Insurance_Non_Personnel_Expenses,lsc_expenditures__c_Lawyers_Wages_Personnel_Expenses,lsc_expenditures__c_Library_Non_Personnel_Expenses,lsc_expenditures__c_Litigation_Non_Personnel_Expenses,lsc_expenditures__c_Mortgage_Payments_Non_Personnel_Expenses,lsc_expenditures__c_Office_Supplies_Non_Personnel_Expenses,lsc_expenditures__c_Other_Non_Personnel_Expenses,lsc_expenditures__c_Other_Space_Expense_Non_Personnel_Expenses,lsc_expenditures__c_Other_Staff_Wages_Personnel_Expenses,lsc_expenditures__c_Paralegals_Wages_Personnel_Expenses,lsc_expenditures__c_Property_Acquisition_Non_Personnel_Expenses,lsc_expenditures__c_Purchase_Payments_Non_Personnel_Expenses,lsc_expenditures__c_Space_Rent_Lease_Non_Personnel_Expenses,lsc_expenditures__c_Telephone_Non_Personnel_Expenses,lsc_expenditures__c_Training_Board_Non_Personnel_Expenses,lsc_expenditures__c_Training_Staff_Other_Non_Personnel_Expenses,lsc_expenditures__c_Travel_Board_Non_Personnel_Expenses,lsc_expenditures__c_Travel_Staff_Other_Non_Personnel_Expenses,non_lsc_expenditures__c_Audit_Non_Personnel_Expenses,non_lsc_expenditures__c_Contract_Services_to_Clients_Non_Personnel_Expenses,non_lsc_expenditures__c_Contract_Services_to_Recipient_Non_Personnel_Expenses,non_lsc_expenditures__c_Dues_and_Fees_Non_Personnel_Expenses,non_lsc_expenditures__c_Employee_Benefits_Personnel_Expenses,non_lsc_expenditures__c_Equipment_Rental_Non_Personnel_Expenses,non_lsc_expenditures__c_Insurance_Non_Personnel_Expenses,non_lsc_expenditures__c_Lawyers_Wages_Personnel_Expenses,non_lsc_expenditures__c_Library_Non_Personnel_Expenses,non_lsc_expenditures__c_Litigation_Non_Personnel_Expenses,non_lsc_expenditures__c_Mortgage_Payments_Non_Personnel_Expenses,non_lsc_expenditures__c_Office_Supplies_Non_Personnel_Expenses,non_lsc_expenditures__c_Other_Non_Personnel_Expenses,non_lsc_expenditures__c_Other_Space_Expense_Non_Personnel_Expenses,non_lsc_expenditures__c_Other_Staff_Wages_Personnel_Expenses,non_lsc_expenditures__c_Paralegals_Wages_Personnel_Expenses,non_lsc_expenditures__c_Property_Acquisition_Non_Personnel_Expenses,non_lsc_expenditures__c_Purchase_Payments_Non_Personnel_Expenses,non_lsc_expenditures__c_Space_Rent_Lease_Non_Personnel_Expenses,non_lsc_expenditures__c_Telephone_Non_Personnel_Expenses,non_lsc_expenditures__c_Training_Board_Non_Personnel_Expenses,non_lsc_expenditures__c_Training_Staff_Other_Non_Personnel_Expenses,non_lsc_expenditures__c_Travel_Board_Non_Personnel_Expenses,non_lsc_expenditures__c_Travel_Staff_Other_Non_Personnel_Expenses,Total_lsc_expenditures__c,Total_non_lsc_expenditures__c,Total_lsc_nonlsc_expenditures__c,Total_Personnel_Expenses,Total_Non_Personnel_Expenses
"Legal Assistance of Western New York, Inc.",233130,2008,NY,NY-23,Basic Field,3591,68750,7333,7809,285246,1284,7381,720683,8057,3443,0,34736,3238,79013,14952,228837,17510,0,70925,18461,0,11448,109,26479,7373,243150,15056,16035,585715,2636,15157,1479827,16545,7069,10564,71326,6650,162244,364242,469887,35956,0,145636,37907,0,23508,224,54372,1619285,3771079,5390364,4149389,1240975
"Legal Assistance of Western New York, Inc.",233130,2009,NY,NY-23,Basic Field,3780,68750,8038,8987,328927,1129,8146,793667,7295,5280,0,44095,3606,22177,23687,309568,10859,0,72807,20139,0,9379,115,24501,7184,170601,15278,17083,625195,2147,15482,1508535,13865,10035,10564,83811,6855,42152,361887,588399,20641,0,138385,38279,0,17827,218,46570,1774932,3740993,5515925,4539865,976060
"Legal Assistance of Western New York, Inc.",233130,2010,NY,NY-23,Basic Field,3595,72185,104653,9268,336947,2407,9305,881134,7305,6825,0,42137,3699,70040,123472,307156,6197,0,80292,20080,0,12158,115,27906,7369,0,214508,18998,690675,4933,19074,1806147,14975,13990,7753,86371,7581,143567,253092,629607,12703,0,164582,41161,0,24921,235,57201,2126876,4219443,6346319,5028230,1318089
"Legal Assistance of Western New York, Inc.",233130,2011,NY,NY-23,Basic Field,3417,72185,59178,9182,318444,2266,8439,829057,8567,4045,0,37621,9422,16758,114415,276228,3269,0,74381,14722,0,7845,42,22035,8083,0,139973,21719,753203,5361,19962,1960937,20262,9569,0,88983,22287,39636,270621,653352,7731,0,175932,34822,0,18555,98,52117,1891518,4303203,6194721,5176257,1018464
"Legal Assistance of Western New York, Inc.",233130,2012,NY,NY-23,Basic Field,3877,72185,32670,7365,294805,2390,7169,731531,9635,2542,0,22213,7259,14876,98511,252079,10397,0,68184,14108,0,8374,0,20376,10623,0,89510,20180,807700,6547,19643,2004229,26397,6965,0,60857,19887,40756,269896,690641,28486,0,186808,38653,0,22942,0,55825,1680546,4406545,6087091,5149392,937699
"Legal Assistance of Western New York, Inc.",233130,2013,NY,NY-23,Basic Field,2598,72185,41345,5347,290113,4927,5860,705340,7811,1438,0,31639,9954,11841,90008,233276,91080,0,53440,13508,0,10936,0,20404,10202,0,162350,20994,1139193,19346,23010,2769681,30672,5647,0,124237,39087,46495,353439,916010,92319,0,209842,53040,0,42943,0,80120,1703050,6138627,7841677,6497060,1344617
"Legal Assistance of Western New York, Inc.",233130,2014,NY,NY-23,Basic Field,2336,125374,54508,6355,336702,2366,5944,714128,8727,752,0,48992,4022,15933,88716,222684,0,0,109283,13075,0,10074,7,22096,10964,0,255819,29824,1580216,11102,27896,3351560,40955,3529,0,116065,18878,74776,416366,1045103,89913,0,228228,61363,0,47282,32,103702,1792074,7513573,9305647,7755475,1550172
"Legal Assistance of Western New York, Inc.",233130,2015,NY,NY-23,Basic Field,2319,72185,84944,7912,413084,3531,6629,794911,8262,2763,0,47505,8820,19124,109975,263264,0,0,122975,12653,0,8468,7,22840,11481,0,420502,39167,1961607,17480,32816,3697075,40900,13678,0,116160,43660,94668,514664,1243748,12101,0,311251,62637,0,41921,34,113067,2012171,8788617,10800788,8998328,1802460
"Legal Assistance of Western New York, Inc.",233130,2016,NY,NY-23,Basic Field,2279,72185,92493,7692,351941,3627,8036,768397,7913,1176,0,46771,9555,18933,112129,279667,0,0,123149,13445,0,17690,7,19973,11521,0,467611,38888,1779277,18336,40627,3884718,40004,5946,0,115344,48305,95718,566879,1413888,0,0,319816,67972,0,89434,34,100976,1957058,9105294,11062352,9156896,1905456
"Legal Assistance of Western New York, Inc.",233130,2017,NY,NY-23,Basic Field,2021,72185,83465,8979,343416,3389,8930,691943,9166,1093,0,44346,5614,16137,106080,254306,0,0,117629,13194,0,11227,6,19172,11879,0,490559,52770,2018390,19920,52484,4066821,53871,6422,0,123089,32996,94846,623474,1494653,10469,0,347480,77548,0,65986,37,112679,1812298,9756373,11568671,9599083,1969588
"Legal Services Alabama, Inc.",601037,2008,AL,AL-4,Basic Field,32675,543754,23250,23199,624380,92850,69733,1712656,48278,8589,0,119508,127815,184372,821868,168068,125256,25849,331690,233639,0,6466,4293,98446,0,37355,23689,10353,78140,11908,0,528038,2012,0,0,17172,76964,0,102964,52493,550,0,30000,54397,0,5267,0,57263,5426634,1088565,6515199,4088607,2426592
"Legal Services Alabama, Inc.",601037,2009,AL,AL-4,Basic Field,26835,680198,77311,23488,727993,130767,71450,2003573,64158,10339,12720,224534,68220,5445,1035365,139235,114395,0,510901,247770,0,15142,3529,160959,0,62910,24394,11945,127980,0,0,676431,6195,0,0,22389,156221,0,170397,170826,0,0,52135,28162,0,18186,0,33003,6354327,1561174,7915501,5051800,2863701
"Legal Services Alabama, Inc.",601037,2010,AL,AL-4,Basic Field,31701,686473,18432,0,894369,129629,65222,2350692,64875,19906,13656,269158,99882,391594,1162703,162967,50555,0,239168,190797,0,58974,6618,238908,0,24505,0,13362,123901,2325,484,623608,3325,134,0,33176,10315,2615,180769,193203,0,0,13700,10855,0,10520,0,27612,7146279,1274409,8420688,5692212,2728476
"Legal Services Alabama, Inc.",601037,2011,AL,AL-4,Basic Field,29366,687911,5131,0,901909,147998,68684,2257824,73667,10693,7518,222077,138333,227689,1110314,128170,863704,0,370460,170788,0,26036,3700,155608,134,36933,0,12418,149297,5423,3764,717596,6418,952,0,26992,115375,14921,172239,215420,0,0,24936,16559,0,3328,0,35361,7607580,1558066,9165646,5652769,3512877
"Legal Services Alabama, Inc.",601037,2012,AL,AL-4,Basic Field,29500,479291,1950,255,691996,161206,71512,2220790,70809,9304,14640,217335,110559,207451,1640817,195600,9044,0,405359,172571,4470,58325,6798,170862,0,32758,2400,10805,97810,3140,3241,732123,3143,35,0,17086,7187,3171,102978,140165,0,0,11671,14669,0,1891,0,28810,6950444,1213083,8163527,5822279,2341248
"Legal Services Alabama, Inc.",601037,2013,AL,AL-4,Basic Field,30000,393262,59650,574,861815,152230,68368,1594206,74751,8787,0,192941,105677,217960,1145440,170905,0,0,420650,200885,590,23945,7839,155820,0,0,1000,11246,137785,819,2675,964586,5033,0,0,25238,227651,27674,20596,114624,0,0,8495,7240,0,1936,0,22085,5886295,1578683,7464978,5009957,2455021
"Legal Services Alabama, Inc.",601037,2014,AL,AL-4,Basic Field,24313,491268,107030,0,974170,147002,68737,1490325,81398,18465,25779,190931,93898,0,1162673,178952,2223,0,520027,189680,350,3987,6701,169701,1000,35094,10137,11659,159992,11123,2539,1025019,1084,0,0,36035,35304,0,32131,118533,162951,0,71190,5476,0,0,0,22685,5947610,1741952,7689562,5141795,2547767
"Legal Services Alabama, Inc.",601037,2015,AL,AL-4,Basic Field,16757,471496,152820,0,929924,131220,71115,1725069,77492,7415,21757,158107,57374,0,1088232,150009,10010,0,599093,208838,390,1808,8327,100454,1000,27609,1000,12155,133060,0,1267,745045,1079,3899,0,20092,326372,0,29618,64450,0,0,41745,4580,0,350,0,14059,5987707,1427380,7415087,4865407,2549680
"Legal Services Alabama, Inc.",601037,2016,AL,AL-4,Basic Field,16757,121495.53,0,121777.87,883684.2,45376.56,76617.94,1869070.76,77182.67,7415.33,22011.35,59503.93,482689.78,0,951901.73,50305.07,2326.6,0,750473.87,185723.82,0,15869.1,7691.52,92500.91,12785,77256.31,0,9338.93,103199.24,1069.39,99.72,414735.24,2517.35,4639.02,0,7315.96,114919.22,0,14733.39,24974.69,0,0,75212.63,21614.46,0,0,893.69,16411.21,5840375.54,901715.45,6742090.99,4312604.32,2429486.67
"Legal Services Alabama, Inc.",601037,2017,AL,AL-4,Basic Field,36399,576180,60693,201219,848768,102691,72813,1655254,72509,15589,0,113480,78222,196742,1015094,26568,156351,0,384973,185557,0,13078,6421,137517,1602,19506,36070,22038,151003,1714,24,625511,1191,6,0,24810,56420,5169,57599,26274,2932,0,19393,19174,0,819,0,11848,5956118,1083103,7039221,4406071,2633150
"Legal Services Corporation of Delaware, Inc.",308010,2008,DE,DE-1,Basic Field,6000,29600,18000,0,125300,5495,10000,220980,5000,25,0,10505,27000,2300,56150,47100,3500,0,38750,13000,0,100,1000,1700,4000,0,5400,4300,67505,1800,2500,281000,1950,500,0,2300,19000,300,41200,37000,1600,0,12940,2300,0,775,275,700,621505,487345,1108850,876235,232615
"Legal Services Corporation of Delaware, Inc.",308010,2009,DE,DE-1,Basic Field,6500,33500,14000,0,150600,5800,7819,256396,4700,700,0,9012,5500,4083,47294,61951,4500,0,37143,12100,0,2000,0,900,3500,0,6000,4600,47056,2000,2810,219685,1600,475,0,3800,2150,2850,27514,31713,1750,0,12836,4400,0,750,0,250,664498,375739,1040237,842209,198028
"Legal Services Corporation of Delaware, Inc.",308010,2010,DE,DE-1,Basic Field,7000,31250,19635,0,151445,4810,4260,320682,4945,100,0,11140,3970,1610,48380,64785,0,0,35450,12180,0,590,0,1075,3000,0,8365,1460,65987,2030,1880,141930,2030,0,0,4540,1470,600,22000,26860,0,0,15040,5140,0,215,0,400,723307,302947,1026254,842069,184185
"Legal Services Corporation of Delaware, Inc.",308010,2011,DE,DE-1,Basic Field,7000,30558,12915,448,136525,4762,5214,311775,6465,100,0,6256,9645,1575,45913,56426,0,0,37229,10055,0,1502,0,3802,3000,0,8386,5086,87991,2041,2235,125355,2306,80,0,6738,3139,675,26043,27040,0,0,15958,7166,0,644,0,1630,688165,325513,1013678,817068,196610
"Legal Services Corporation of Delaware, Inc.",308010,2012,DE,DE-1,Basic Field,7000,24478,13872,0,114641,6511,7353,263009,5718,62,0,6420,6558,1307,41402,49180,0,0,25618,10728,0,729,0,1476,3000,0,6195,2659,114533,2791,3337,193718,2065,151,0,2859,2728,560,39898,37269,0,0,26693,4588,0,129,0,795,586062,443968,1030030,853650,176380
"Legal Services Corporation of Delaware, Inc.",308010,2013,DE,DE-1,Basic Field,6000,20715,12100,0,110990,1589,6784,259100,4140,380,0,7848,12636,2203,53512,49290,6020,0,27898,8090,0,1720,0,4025,4000,0,6845,7141,134660,2995,5241,278370,2311,240,0,5098,7365,930,37825,81430,4920,0,17813,8142,0,2475,0,2110,595040,609911,1204951,1005177,199774
"Legal Services Corporation of Delaware, Inc.",308010,2014,DE,DE-1,Basic Field,7200,30000,18700,500,167590,5389,5085,257607,4323,503,0,9799,9326,3680,51038,35588,0,0,33469,10466,0,1497,0,4040,4000,0,14500,7850,151705,3100,1500,358940,2100,772,0,14616,15700,1653,51118,90790,27000,0,19921,6782,0,2514,0,2950,655800,777511,1433311,1164376,268935
"Legal Services Corporation of Delaware, Inc.",308010,2015,DE,DE-1,Basic Field,5500,26999,13737,750,180286,1478,5877,283429,3899,1050,0,15966,2705,2204,59435,48645,0,0,27631,7848,0,2000,0,2969,5500,0,12780,5907,182083,1299,4257,343002,3552,500,0,15630,2343,1855,54435,104620,0,0,27541,5601,0,1089,0,2962,692408,774956,1467364,1255935,211429
"Legal Services Corporation of Delaware, Inc.",308010,2016,DE,DE-1,Basic Field,5750,48160,17798,7098,154327,3671,5088,321242,3553,514,0,18212,1436,2268,55550,62780,1500,0,27574,6770,0,1000,0,4516,5750,0,17756,535,213617,3769,4250,366482,5554,317,0,18251,1337,2669,65201,120036,4500,0,25500,7220,0,550,0,4660,748807,867954,1616761,1359235,257526
"Legal Services Corporation of Delaware, Inc.",308010,2017,DE,DE-1,Basic Field,4600,56740,20495,0,150282,2477,5500,307172,5683,1080,0,21011,1660,1902,53653,77002,0,0,30132,9673,0,4652,0,845,7400,0,23494,5300,178074,2408,4100,389011,3100,500,0,13472,2675,1885,52675,105260,0,0,25258,4190,0,4651,0,840,754559,824293,1578852,1313129,265723
"Legal Services Law Line of Vermont, Inc.",146010,2008,VT,VT-1,Basic Field,8000,4202,30319,0,87577,2608,5582,213969,5015,264,0,7482,9252,12162,30387,87888,2004,0,38229,8076,59,2986,253,9769,0,0,0,2393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566083,2393,568476,419821,148655
"Legal Services Law Line of Vermont, Inc.",146010,2009,VT,VT-1,Basic Field,8400,52428,0,0,99088,2150,3124,246276,3494,120,0,8923,45697,8732,30068,89727,549,0,40209,7406,0,5129,166,13693,0,0,0,2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665379,2560,667939,465159,202780
"Legal Services Law Line of Vermont, Inc.",146010,2010,VT,VT-1,Basic Field,8500,3995,2886,3412,104663,2353,7631,256609,2364,820,0,3164,65570,7526,32079,94333,1554,0,34645,2452,93,2255,653,7934,0,0,0,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645491,878,646369,487684,158685
"Legal Services Law Line of Vermont, Inc.",146010,2011,VT,VT-1,Basic Field,9000,5493,4267,1733,117782,2177,3217,246431,4766,53,0,8170,43368,10901,34461,100489,0,0,38872,4831,0,5036,0,6564,0,0,0,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647611,1900,649511,499163,150348
"Legal Services Law Line of Vermont, Inc.",146010,2012,VT,VT-1,Basic Field,9500,2639,3566,0,127896,3643,3351,255556,3106,694,0,3048,32058,9335,33013,103414,0,0,39499,3842,0,2500,0,6761,0,0,0,5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643421,5575,648996,519879,129117
"Legal Services Law Line of Vermont, Inc.",146010,2013,VT,VT-1,Basic Field,9500,1215,2529,0,131151,3686,3403,260739,2911,521,0,6214,14623,6865,36594,96659,0,0,38905,3783,0,1717,463,3047,0,0,0,2793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624525,2793,627318,525143,102175
"Legal Services Law Line of Vermont, Inc.",146010,2014,VT,VT-1,Basic Field,10200,0,0,0,80899,3319,3353,242047,2268,44,0,23380,15663,0,36437,99331,0,0,40894,3427,0,1714,356,2419,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565751,1100,566851,458714,108137
"Legal Services Law Line of Vermont, Inc.",146010,2015,VT,VT-1,Basic Field,10350,0,48307,820,110902,3720,3647,299551,3121,0,0,3828,6560,6042,52052,82088,0,0,48006,1562,0,471,423,2509,0,0,0,2972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683959,2972,686931,544593,142338
"Legal Services Law Line of Vermont, Inc.",146010,2016,VT,VT-1,Basic Field,6741,1903,54750,0,90166,2211,2958,221290,2204,28,0,2626,3389,4200,22425,38667,0,2340,40911,5431,0,1203,150,4100,3959,1118,32154,5472,53792,1298,1737,132647,1294,17,0,1543,1990,2467,13732,23117,0,1374,24352,3190,0,707,88,2407,507693,308455,816148,595836,220312
"Legal Services Law Line of Vermont, Inc.",146010,2017,VT,VT-1,Basic Field,6200,9938,57125,0,121470,1300,4152,228344,2875,912,0,5563,5187,9291,27411,71009,0,0,36816,1529,0,9533,352,5933,3800,0,33639,8837,74449,797,2544,139952,1762,0,0,3891,2573,8920,16801,43522,0,1178,27404,937,0,2659,215,472,604940,374352,979292,722958,256334
Legal Services NYC,233100,2008,NY,NY-9,Basic Field,97121,0,91121,22940,4878835,157255,43050,3322222,62923,119681,0,142091,79130,187792,2863562,774679,261672,143548,1089666,404730,0,44912,0,25308,34989,909032,790120,38877,4213408,168882,128472,11122223,40596,95448,27298,370528,284043,271163,2863562,2746588,307541,37031,1951566,265243,0,81915,0,16807,14812238,26765332,41577570,32785079,8792491
Legal Services NYC,233100,2009,NY,NY-9,Basic Field,84578,25192,309920,6608,5334716,178057,105019,4091958,64148,67990,0,136231,41004,176197,3011717,978489,111200,42558,1416131,264146,0,58082,0,27608,20422,1617309,621969,59902,4893329,150166,86570,11758744,50129,189572,6.00E+05,342026,580407,276639,2673620,2950098,164772,48950,1815908,208823,0,111637,0,15261,16531549,29236253,45767802,35692671,10075131
Legal Services NYC,233100,2010,NY,NY-9,Basic Field,117304,45075,633180,26819,5981329,232160,120700,4807469,70261,152979,0,209471,46548,248520,3238672,1137924,215260,17137,1694994,176724,0,55527,0,36039,17696,1507622,668631,47306,4614223,129208,90205,12220568,17654,115974,12567,243371,539807,295434,2511582,3030404,174956,67888,1462150,301887,0,98218,0,16980,19264092,28184331,47448423,37542171,9906252
Legal Services NYC,233100,2011,NY,NY-9,Basic Field,111478,0,500763,27256,5182930,282256,202846,4426457,47414,107606,0,181253,29840,321902,2803848,1094157,655032,17863,1142932,166076,0,33715,0,23631,2646,1198897,682944,28838,6334693,112548,40400,13279370,16404,199341,14590,283742,568378,270003,3418863,3282472,390318,114254,1931441,330249,0,129847,0,27931,17359255,32658169,50017424,39822790,10194634
Legal Services NYC,233100,2012,NY,NY-9,Basic Field,122151,16000,304541,33109,4574903,227057,135266,3410234,53906,64002,0,131729,90229,390547,2353296,899007,351658,11496,1079118,261853,0,29287,0,25429,22120,787731,414564,29099,6174995,175785,47878,12492726,31621,157721,15538,277917,772386,480324,2864907,3069149,261796,63591,1961541,213331,0,134112,0,29898,14564818,30478730,45043548,35839217,9204331
Legal Services NYC,233100,2013,NY,NY-9,Basic Field,128380,53080,330623,11560,3165382,198253,113124,1683564,32356,66767,0,146110,74900,350558,1821696,420515,176278,18043,900009,325859,0,26438,0,21604,12304,669562,333722,42951,5444840,202569,68100,11286306,24048,185247,78526,223579,275229,295873,2802121,2666796,498367,147751,1450127,211797,0,87353,0,20840,10065099,27028008,37093107,29291220,7801887
Legal Services NYC,233100,2014,NY,NY-9,Basic Field,139139,25224,494410,0,3976922,203391,78609,2438718,40820,163809,0,190706,63485,351747,2774629,730151,557345,27186,654553,293314,0,57163,0,30348,11552,881360,330489,66051,5532274,189041,72100,12164883,22246,158118,0,207267,393397,298256,2040523,2720887,144099,99551,1448795,236084,0,127038,0,23557,13291669,27167568,40459237,32378987,8080250
Legal Services NYC,233100,2015,NY,NY-9,Basic Field,145952,9500,449292,177,3957160,252425,162792,2022169,27178,164814,0,194105,163432,468136,403355,551742,963408,0,1166003,267206,0,42162,0,35747,0,1505038,783589,62530,6962331,167710,0,15436982,29722,167658,41430,259398,367085,252738,4601909,3846799,1479726,0,1240983,183625,0,105781,0,29250,11446755,37524284,48971039,37782447,11188592
Legal Services NYC,233100,2016,NY,NY-9,Basic Field,134675,85000,540569,2277,3415038,302595,229689,2766926,114452,214837,0,265955,95194,734688,459702,732953,389590,0,646177,314644,0,68551,0,46261,19950,2053418,1061278,81677,9940167,231832,0,20626441,35902,172597,55736,414411,494092,501559,4966910,4776669,662172,0,1590338,236352,0,66434,0,36234,11559773,48024169,59583942,47684806,11899136
Legal Services NYC,233100,2017,NY,NY-9,Basic Field,165841,15000,382658,0,3728089,334676,224486,2607462,67050,206656,0,158264,61762,569573,410297,948721,89779,0,1098996,271455,0,48182,0,35520,40560,2725497,847039,91893,11293083,287608,61087,23486423,53527,246098,58840,492753,599499,501341,5444241,5356364,1444620,0,2396489,298406,0,118558,0,60868,11424467,55904794,67329261,53274680,14054581
Legal Services of Eastern Michigan,423060,2008,MI,MI-14,Basic Field,13157,0,8026,372,264893,19600,9129,404639,9501,2649,0,29009,0,33839,379729,38011,0,0,69965,32081,0,2477,0,15139,3443,0,22774,5368,183845,5951,7564,375037,7585,1334,0,37075,161115,75540,220722,70925,0,0,27366,19399,0,15039,0,13599,1332216,1253681,2585897,1937801,648096
Legal Services of Eastern Michigan,423060,2009,MI,MI-14,Basic Field,13104,0,4894,144,283920,19471,9082,434959,11425,4176,0,39955,0,46990,421014,46360,0,0,70463,34033,0,2771,0,19741,3696,0,29575,6757,222048,5495,8160,446349,8587,901,0,37354,241308,89657,189008,84605,0,0,27107,23355,0,14892,0,18033,1462502,1456887,2919389,2128263,791126
Legal Services of Eastern Michigan,423060,2010,MI,MI-14,Basic Field,14432,0,16171,675,270695,19615,11427,467516,14001,2530,0,42395,0,74016,450828,58610,0,0,72607,40090,0,7220,0,16285,3168,0,31725,6376,196200,4326,6645,393384,7740,227,0,17723,198558,58818,164435,71107,0,0,25699,17065,0,7576,0,12634,1579113,1223406,2802519,2072775,729744
Legal Services of Eastern Michigan,423060,2011,MI,MI-14,Basic Field,14608,0,15959,0,288998,20921,10579,456886,15815,1279,0,30113,0,69847,386110,67236,0,0,72425,40974,0,7457,0,13988,2992,0,24094,6255,195121,4603,6196,317208,7555,126,0,23608,62356,56836,193046,74446,0,0,26696,18523,0,6660,0,12422,1513195,1038743,2551938,1979051,572887
Legal Services of Eastern Michigan,423060,2012,MI,MI-14,Basic Field,16107,0,1324,0,274745,19539,10864,380737,12862,3027,0,34388,0,58835,297458,97363,0,0,47914,24653,0,1887,0,9737,2162,0,43287,5235,173559,3776,5247,323707,5423,376,0,27168,88264,63090,193780,80929,0,0,19470,16140,0,14195,0,15485,1291440,1081293,2372733,1822278,550455
Legal Services of Eastern Michigan,423060,2013,MI,MI-14,Basic Field,15088,0,15515,0,246221,17668,10465,401376,9823,1218,0,34181,0,57749,302570,99230,0,0,48801,27877,0,5416,0,8122,2662,0,30910,5872,176443,3246,5322,347086,1520,67,0,22727,54332,60896,146311,74712,0,0,19928,17708,0,14868,0,10729,1301320,995339,2296659,1793949,502710
Legal Services of Eastern Michigan,423060,2014,MI,MI-14,Basic Field,15300,0,319162,0,242372,17891,13361,520788,10474,1192,0,32465,0,63953,100119,90529,0,0,54246,33453,0,9194,0,8015,1700,0,72644,6472,160258,1961,4581,296259,607,362,0,17952,59676,62828,115850,88989,0,0,14627,15048,0,11407,0,9614,1532514,940835,2473349,1615164,858185
Legal Services of Eastern Michigan,423060,2015,MI,MI-14,Basic Field,16150,0,432622,0,202726,16805,14787,553580,12249,868,0,26796,0,64882,50535,85695,0,0,52713,38014,0,10057,0,6138,850,0,81614,9046,160255,3690,4069,351115,855,356,0,21885,64729,69294,100674,81534,0,0,16533,15332,0,11369,0,8061,1584617,1001261,2585878,1586114,999764
Legal Services of Eastern Michigan,423060,2016,MI,MI-14,Basic Field,14450,0,349192,0,240991,22965,14019,599289,11116,812,0,21598,0,50654,62243,113279,0,0,53623,33522,0,7427,0,5570,2550,0,84681,9349,139773,3558,5149,345855,1814,0,0,20710,80620,62895,100623,54085,0,0,18074,22922,0,16437,0,9465,1600750,978560,2579310,1656138,923172
Legal Services of Eastern Michigan,423060,2017,MI,MI-14,Basic Field,15225,0,104593.79,0,283634.3,16252.8,14267.74,632969.2,11952.26,2046.78,0,24436.22,0,61009.41,182575.32,105467.91,0,0,56372.85,39702.77,0,12738.71,0,6999.04,2275,0,44223.39,10433.45,142008.22,2430.78,5029,329174.01,1607.24,226.51,0,17632.99,85409.78,58693.84,130540.5,82746.25,0,0,16633.08,17570.27,0,15945.73,0,9218.35,1570244.1,971798.39,2542042.49,1889115.71,652926.78
"Legal Services of Eastern Missouri, Inc.",526020,2008,MO,MO-4,Basic Field,9189,84778,18354,2975,317021,16299,12432,541390,14973,16814,0,25209,13251,64206,385872,329601,0,0,4425,16143,1555,7957,4877,18251,23811,0,248262,20550,548958,44129,21704,1128812,25591,19268,0,88241,121901,102169,729299,580828,87662,0,25075,37502,0,64861,0,36643,1905572,3955266,5860838,4561781,1299057
"Legal Services of Eastern Missouri, Inc.",526020,2009,MO,MO-4,Basic Field,10350,67098,36156,4189,399610,19653,11513,546467,19274,11453,0,38080,11796,54932,415959,385903,0,0,3293,16441,937,17086,3544,22389,24150,5437,346506,19338,657377,36179,20707,1363077,25030,17090,0,90244,114658,87259,679051,664670,161273,0,29640,32631,0,39195,0,35215,2096123,4448727,6544850,5112114,1432736
"Legal Services of Eastern Missouri, Inc.",526020,2010,MO,MO-4,Basic Field,12838,96833,14896,305,457546,24952,1176,648356,23148,20568,0,48079,8394,73911,341266,425748,0,0,15903,21854,2183,20655,3815,26020,28662,10044,247649,25303,633296,32265,31503,1458742,26255,25778,0,101420,151012,84974,658179,833042,316924,0,18668,26365,0,32420,0,38796,2288446,4781297,7069743,5456175,1613568
"Legal Services of Eastern Missouri, Inc.",526020,2011,MO,MO-4,Basic Field,9390,133240,34743,2484,390705,2283,10865,735616,15075,8919,0,20893,28443,25050,413505,479803,0,0,0,12543,1165,10418,3274,24095,21910,16898,104227,26313,744762,104871,21895,1489232,35043,38904,0,80264,103435,143950,740957,902197,90023,0,35070,33535,0,16276,0,43018,2362509,4792780,7155289,5896777,1258512
